SalesKey,OrderDate,ShipDate,CustomerKey,ProductKey,StoreKey,ChannelKey,PromotionKey,OrderNumber,Quantity,UnitPrice,UnitCost,DiscountAmount,SalesAmount,MarginAmount,ReturnedFlag
487,2023-09-06,2023-09-07,43,33,1,2,2,SO-20230487,5,26.50,13.50,10.60,121.90,54.40,False
488,2024-05-16,2024-05-19,145,46,8,2,7,SO-20230488,3,16.85,5.91,2.53,48.02,30.29,False
489,2024-02-24,2024-02-29,91,4,10,2,3,SO-20230489,6,22.50,10.58,16.20,118.80,55.32,False
490,2024-10-11,2024-10-13,45,20,3,1,3,SO-20230490,8,18.20,8.14,17.47,128.13,63.01,False
491,2024-03-07,2024-03-10,38,46,5,2,2,SO-20230491,2,9.60,5.91,0.96,18.24,6.42,False
492,2024-07-25,2024-07-30,62,30,7,1,2,SO-20230492,5,21.40,8.35,8.56,98.44,56.69,False
493,2024-06-09,2024-06-14,131,35,3,1,5,SO-20230493,7,35.25,17.55,29.61,217.14,94.29,False
494,2024-11-16,2024-11-20,22,18,5,2,,SO-20230494,5,13.95,4.69,0.00,69.75,46.30,False
495,2023-12-31,2024-01-04,21,4,2,2,6,SO-20230495,6,27.75,10.58,8.33,158.17,94.69,False
496,2024-12-12,2024-12-17,2,48,1,1,5,SO-20230496,1,23.60,9.36,1.89,21.71,12.35,False
497,2023-03-01,2023-03-07,12,10,7,3,1,SO-20230497,4,11.35,5.91,2.27,43.13,19.49,False
498,2023-01-15,2023-01-17,9,17,1,1,,SO-20230498,5,32.05,16.36,0.00,160.25,78.45,False
499,2024-12-17,2024-12-23,107,5,1,2,8,SO-20230499,6,23.10,12.07,11.09,127.51,55.09,False
500,2024-05-14,2024-05-18,125,44,9,3,8,SO-20230500,4,35.10,15.46,16.85,123.55,61.71,False
501,2023-10-26,2023-10-31,157,7,3,2,2,SO-20230501,3,29.10,16.12,10.48,76.82,28.46,True
502,2023-04-15,2023-04-18,95,13,12,3,4,SO-20230502,7,23.45,10.64,8.21,155.94,81.46,False
503,2024-11-21,2024-11-25,80,41,3,3,2,SO-20230503,2,20.60,12.07,2.06,39.14,15.00,False
504,2023-04-17,2023-04-18,122,21,12,3,,SO-20230504,6,20.05,9.21,0.00,120.30,65.04,False
505,2023-12-24,2023-12-26,180,21,9,3,4,SO-20230505,5,13.30,9.21,5.32,61.18,15.13,False
506,2023-01-03,2023-01-06,52,1,6,1,,SO-20230506,7,11.75,6.35,0.00,82.25,37.80,True
507,2023-03-29,2023-04-04,20,43,7,2,4,SO-20230507,4,31.10,16.12,6.22,118.18,53.70,False
508,2023-05-05,2023-05-07,110,2,8,2,3,SO-20230508,8,17.50,7.13,11.20,128.80,71.76,False
509,2023-12-31,2024-01-05,24,25,10,1,2,SO-20230509,7,26.65,14.93,9.33,177.22,72.71,False
510,2024-04-30,2024-05-06,134,8,11,2,2,SO-20230510,1,35.60,15.46,1.78,33.82,18.36,False
511,2023-04-01,2023-04-05,129,17,1,1,6,SO-20230511,4,29.55,16.36,9.46,108.74,43.30,False
512,2024-04-18,2024-04-21,121,1,3,2,2,SO-20230512,6,16.75,6.35,12.06,88.44,50.34,False
513,2023-03-08,2023-03-12,58,18,6,1,2,SO-20230513,2,9.70,4.69,0.97,18.43,9.05,False
514,2023-04-23,2023-04-28,40,14,1,3,3,SO-20230514,4,23.45,10.79,4.69,89.11,45.95,False
515,2023-11-07,2023-11-12,48,1,7,2,7,SO-20230515,1,9.75,6.35,0.78,8.97,2.62,False
516,2024-12-25,2024-12-29,6,43,11,3,6,SO-20230516,1,28.85,16.12,1.44,27.41,11.29,False
517,2024-12-12,2024-12-13,131,16,7,1,8,SO-20230517,2,34.95,14.24,5.59,64.31,35.83,False
518,2024-11-21,2024-11-25,97,18,2,3,4,SO-20230518,7,6.70,4.69,2.35,44.55,11.72,False
519,2024-02-04,2024-02-10,91,3,4,3,,SO-20230519,8,16.75,10.40,0.00,134.00,50.80,False
520,2024-01-03,2024-01-04,52,27,6,2,3,SO-20230520,1,17.30,6.10,1.38,15.92,9.82,False
521,2023-04-02,2023-04-06,114,18,11,1,1,SO-20230521,1,10.70,4.69,0.86,9.84,5.15,False
522,2023-03-12,2023-03-14,14,14,12,3,7,SO-20230522,3,23.70,10.79,8.53,62.57,30.20,False
523,2023-10-22,2023-10-27,144,46,10,3,7,SO-20230523,8,12.10,5.91,7.74,89.06,41.78,False
524,2023-02-08,2023-02-10,150,24,8,2,3,SO-20230524,3,28.80,13.02,10.37,76.03,36.97,False
525,2023-10-12,2023-10-14,61,38,1,2,7,SO-20230525,4,17.75,7.13,3.55,67.45,38.93,False
526,2024-08-21,2024-08-24,113,2,8,3,5,SO-20230526,1,17.00,7.13,1.36,15.64,8.51,False
527,2024-10-21,2024-10-27,134,46,5,3,3,SO-20230527,4,17.60,5.91,8.45,61.95,38.31,False
528,2023-03-26,2023-03-27,159,5,6,1,7,SO-20230528,6,27.10,12.07,13.01,149.59,77.17,False
529,2024-10-18,2024-10-24,102,21,7,2,,SO-20230529,2,20.55,9.21,0.00,41.10,22.68,False
530,2024-02-26,2024-02-27,135,2,1,2,,SO-20230530,1,13.75,7.13,0.00,13.75,6.62,False
531,2023-08-29,2023-09-03,172,23,1,2,6,SO-20230531,4,27.80,13.26,5.56,105.64,52.60,False
532,2024-11-29,2024-12-02,37,24,8,1,5,SO-20230532,4,31.80,13.02,6.36,120.84,68.76,False
533,2023-04-17,2023-04-21,5,35,10,1,3,SO-20230533,8,36.75,17.55,35.28,258.72,118.32,False
534,2023-10-16,2023-10-19,108,45,12,1,4,SO-20230534,8,6.91,4.91,2.76,52.52,13.24,False
535,2024-04-14,2024-04-17,53,14,5,2,4,SO-20230535,6,25.70,10.79,18.50,135.70,70.96,False
536,2024-01-16,2024-01-18,153,43,10,1,6,SO-20230536,6,34.35,16.12,24.73,181.37,84.65,False
537,2023-09-25,2023-09-29,41,7,8,1,2,SO-20230537,5,31.60,16.12,7.90,150.10,69.50,False
538,2023-04-06,2023-04-07,139,48,1,3,5,SO-20230538,6,25.10,9.36,7.53,143.07,86.91,False
539,2023-02-22,2023-02-26,114,33,5,3,2,SO-20230539,3,28.50,13.50,4.28,81.22,40.72,False
540,2024-10-14,2024-10-18,128,12,7,3,2,SO-20230540,2,24.10,9.36,2.41,45.79,27.07,False
541,2023-07-24,2023-07-28,129,48,6,3,8,SO-20230541,2,21.10,9.36,5.06,37.14,18.42,False
542,2024-05-26,2024-05-28,178,9,2,2,1,SO-20230542,7,7.10,4.91,3.98,45.72,11.35,False
543,2023-07-11,2023-07-12,18,32,9,1,2,SO-20230543,5,27.40,11.80,6.85,130.15,71.15,False
544,2024-02-03,2024-02-04,34,44,2,2,6,SO-20230544,6,31.35,15.46,22.57,165.53,72.77,False
545,2023-11-24,2023-11-26,119,9,11,1,4,SO-20230545,4,8.35,4.91,1.67,31.73,12.09,False
546,2023-01-03,2023-01-09,75,22,1,2,4,SO-20230546,4,19.30,9.57,9.26,67.94,29.66,False
547,2023-07-06,2023-07-08,77,18,9,1,4,SO-20230547,2,13.45,4.69,1.34,25.56,16.18,False
548,2024-01-20,2024-01-24,142,19,1,2,8,SO-20230548,7,15.45,7.53,8.65,99.50,46.79,False
549,2024-10-12,2024-10-13,50,32,11,1,,SO-20230549,2,27.90,11.80,0.00,55.80,32.20,False
550,2024-12-27,2024-12-30,85,11,2,2,5,SO-20230550,4,17.35,8.96,5.55,63.85,28.01,False
551,2023-12-12,2023-12-13,61,24,6,3,4,SO-20230551,1,28.80,13.02,3.46,25.34,12.32,False
552,2023-11-15,2023-11-16,92,39,1,3,,SO-20230552,6,21.50,10.40,0.00,129.00,66.60,False
553,2023-10-14,2023-10-17,20,34,5,1,,SO-20230553,6,32.75,13.23,0.00,196.50,117.12,False
554,2023-09-24,2023-09-29,157,14,11,3,,SO-20230554,8,23.45,10.79,0.00,187.60,101.28,False
555,2024-02-18,2024-02-21,159,40,5,2,8,SO-20230555,6,19.50,10.58,14.04,102.96,39.48,False
556,2023-11-12,2023-11-17,83,4,4,1,2,SO-20230556,5,23.50,10.58,14.10,103.40,50.50,False
557,2023-10-02,2023-10-08,142,17,10,2,5,SO-20230557,3,26.55,16.36,3.98,75.67,26.59,False
558,2023-08-06,2023-08-11,135,15,11,2,8,SO-20230558,5,24.95,14.69,6.24,118.51,45.06,True
559,2024-05-26,2024-05-28,49,18,9,3,,SO-20230559,2,8.20,4.69,0.00,16.40,7.02,False
560,2023-02-01,2023-02-07,101,36,3,2,3,SO-20230560,8,15.90,5.70,6.36,120.84,75.24,False
561,2024-08-16,2024-08-20,55,42,5,3,8,SO-20230561,1,25.10,12.01,3.01,22.09,10.08,False
562,2024-02-01,2024-02-03,145,5,6,3,7,SO-20230562,5,26.85,12.07,6.71,127.54,67.19,False
563,2024-09-25,2024-09-26,98,29,4,1,1,SO-20230563,4,19.65,7.78,3.93,74.67,43.55,False
564,2024-05-31,2024-06-01,109,28,3,1,8,SO-20230564,7,13.80,6.92,4.83,91.77,43.33,False
565,2023-02-02,2023-02-03,111,2,8,3,5,SO-20230565,3,19.75,7.13,7.11,52.14,30.75,False
566,2024-01-06,2024-01-12,41,24,11,2,,SO-20230566,8,32.30,13.02,0.00,258.40,154.24,False
567,2024-03-15,2024-03-17,109,5,2,1,,SO-20230567,5,20.10,12.07,0.00,100.50,40.15,False
568,2024-12-06,2024-12-08,81,40,6,2,4,SO-20230568,5,24.75,10.58,9.90,113.85,60.95,True
569,2023-12-28,2023-12-29,53,39,6,1,7,SO-20230569,4,17.75,10.40,8.52,62.48,20.88,False
570,2024-12-05,2024-12-10,161,39,4,1,8,SO-20230570,2,18.00,10.40,1.80,34.20,13.40,False
571,2023-07-01,2023-07-05,111,48,3,3,1,SO-20230571,4,19.85,9.36,3.97,75.43,37.99,False
572,2024-02-16,2024-02-20,6,33,7,3,,SO-20230572,7,29.75,13.50,0.00,208.25,113.75,False
573,2024-10-13,2024-10-17,4,13,1,2,5,SO-20230573,3,16.20,10.64,2.43,46.17,14.25,False
574,2024-12-15,2024-12-19,146,6,4,3,,SO-20230574,6,27.10,12.01,0.00,162.60,90.54,False
575,2023-08-11,2023-08-12,118,42,5,2,4,SO-20230575,1,24.10,12.01,1.21,22.89,10.88,False
576,2024-11-08,2024-11-11,162,9,1,3,8,SO-20230576,1,12.60,4.91,1.51,11.09,6.18,False
577,2024-08-28,2024-08-29,32,17,10,3,,SO-20230577,5,36.05,16.36,0.00,180.25,98.45,False
578,2024-06-03,2024-06-07,123,4,5,3,2,SO-20230578,2,28.75,10.58,4.60,52.90,31.74,False
579,2024-12-10,2024-12-12,121,25,8,1,,SO-20230579,5,23.90,14.93,0.00,119.50,44.85,False
580,2023-08-12,2023-08-15,38,23,10,1,5,SO-20230580,4,21.80,13.26,10.46,76.74,23.70,False
581,2023-04-26,2023-04-30,16,41,1,2,4,SO-20230581,1,21.10,12.07,2.53,18.57,6.50,False
582,2024-12-22,2024-12-24,9,40,8,3,,SO-20230582,1,20.50,10.58,0.00,20.50,9.92,False
583,2024-11-01,2024-11-07,104,17,9,3,,SO-20230583,2,29.55,16.36,0.00,59.10,26.38,False
584,2023-05-01,2023-05-07,107,46,5,1,1,SO-20230584,8,14.10,5.91,9.02,103.78,56.50,False
585,2023-11-11,2023-11-12,164,22,6,1,5,SO-20230585,4,23.30,9.57,7.46,85.74,47.46,False
586,2023-07-29,2023-08-01,118,29,2,1,1,SO-20230586,3,17.90,7.78,2.69,51.01,27.67,False
587,2024-12-21,2024-12-24,132,9,7,2,5,SO-20230587,7,6.91,4.91,3.87,44.50,10.13,False
588,2023-04-25,2023-04-30,86,1,7,2,3,SO-20230588,2,17.00,6.35,1.70,32.30,19.60,True
589,2023-05-19,2023-05-20,121,36,12,3,4,SO-20230589,3,12.40,5.70,4.46,32.74,15.64,False
590,2024-11-16,2024-11-22,14,1,9,2,2,SO-20230590,1,17.50,6.35,0.88,16.62,10.27,False
591,2024-08-11,2024-08-13,63,21,3,2,4,SO-20230591,4,18.55,9.21,8.90,65.30,28.46,False
592,2023-07-23,2023-07-26,132,22,5,1,3,SO-20230592,7,17.30,9.57,9.69,111.41,44.42,False
593,2024-01-04,2024-01-06,108,12,3,2,1,SO-20230593,4,16.85,9.36,3.37,64.03,26.59,False
594,2024-06-09,2024-06-10,152,29,7,2,4,SO-20230594,7,13.90,7.78,4.87,92.43,37.97,False
595,2024-12-20,2024-12-21,36,31,5,1,8,SO-20230595,5,23.15,11.83,13.89,101.86,42.71,False
596,2023-10-28,2023-11-03,160,19,9,3,7,SO-20230596,1,14.45,7.53,0.72,13.73,6.20,False
597,2023-11-28,2023-12-04,79,11,12,2,7,SO-20230597,7,20.85,8.96,7.30,138.65,75.93,False
598,2023-03-13,2023-03-18,24,18,6,3,3,SO-20230598,5,6.69,4.69,2.68,30.77,7.32,False
599,2023-09-28,2023-09-30,130,9,5,3,2,SO-20230599,5,9.10,4.91,2.27,43.23,18.68,False
600,2023-12-11,2023-12-12,60,9,12,1,,SO-20230600,8,8.10,4.91,0.00,64.80,25.52,False
601,2023-09-06,2023-09-09,19,41,10,1,,SO-20230601,8,20.35,12.07,0.00,162.80,66.24,False
602,2024-01-28,2024-02-02,116,27,12,2,1,SO-20230602,2,9.30,6.10,2.23,16.37,4.17,False
603,2023-09-11,2023-09-13,12,28,1,1,3,SO-20230603,2,20.80,6.92,4.99,36.61,22.77,False
604,2024-11-29,2024-12-02,120,24,1,2,1,SO-20230604,1,32.80,13.02,3.94,28.86,15.84,False
605,2023-05-29,2023-06-03,175,7,12,1,5,SO-20230605,5,33.85,16.12,8.46,160.79,80.19,False
606,2024-01-16,2024-01-17,149,20,12,2,1,SO-20230606,6,18.95,8.14,5.69,108.01,59.17,False
607,2024-07-27,2024-07-30,98,17,4,3,8,SO-20230607,7,35.05,16.36,12.27,233.08,118.56,False
608,2024-05-09,2024-05-11,51,47,5,1,5,SO-20230608,8,14.35,8.96,5.74,109.06,37.38,False
609,2023-05-27,2023-05-29,167,40,1,2,6,SO-20230609,3,27.00,10.58,4.05,76.95,45.21,False
610,2024-12-25,2024-12-27,91,2,4,3,7,SO-20230610,4,13.50,7.13,6.48,47.52,19.00,False
611,2024-09-08,2024-09-12,75,39,5,1,6,SO-20230611,3,19.75,10.40,2.96,56.29,25.09,False
612,2024-12-02,2024-12-07,149,37,10,1,2,SO-20230612,7,14.25,6.35,4.99,94.76,50.31,False
613,2023-11-26,2023-12-02,17,4,6,1,5,SO-20230613,5,22.75,10.58,5.69,108.06,55.16,False
614,2023-04-12,2023-04-13,155,48,11,2,7,SO-20230614,7,19.10,9.36,10.70,123.00,57.48,False
615,2024-11-12,2024-11-15,57,44,12,2,2,SO-20230615,4,32.85,15.46,6.57,124.83,62.99,False
616,2023-06-09,2023-06-13,64,17,9,2,,SO-20230616,8,33.80,16.36,0.00,270.40,139.52,False
617,2024-05-05,2024-05-11,69,31,10,3,3,SO-20230617,6,25.65,11.83,7.70,146.20,75.22,False
618,2023-06-18,2023-06-24,11,36,4,3,8,SO-20230618,3,9.65,5.70,3.47,25.48,8.38,False
619,2024-01-27,2024-01-30,129,28,3,1,3,SO-20230619,5,13.55,6.92,5.42,62.33,27.73,False
620,2024-03-20,2024-03-21,69,3,6,3,6,SO-20230620,3,18.00,10.40,4.32,49.68,18.48,False
621,2024-03-03,2024-03-04,72,10,10,3,8,SO-20230621,1,18.60,5.91,0.93,17.67,11.76,False
622,2023-04-26,2023-05-02,5,26,2,3,3,SO-20230622,1,31.65,14.44,1.58,30.07,15.63,False
623,2024-05-06,2024-05-10,62,13,12,3,6,SO-20230623,7,19.45,10.64,6.81,129.34,54.86,False
624,2024-10-03,2024-10-08,171,12,4,3,2,SO-20230624,5,26.35,9.36,10.54,121.21,74.41,False
625,2023-03-18,2023-03-22,149,16,6,3,2,SO-20230625,5,28.70,14.24,11.48,132.02,60.82,False
626,2023-05-28,2023-05-31,60,42,11,1,6,SO-20230626,1,23.10,12.01,1.16,21.94,9.93,False
627,2023-10-13,2023-10-17,51,43,7,3,7,SO-20230627,7,34.10,16.12,11.94,226.76,113.92,False
628,2024-10-08,2024-10-14,102,42,9,3,5,SO-20230628,8,30.60,12.01,12.24,232.56,136.48,True
629,2024-12-05,2024-12-06,72,4,1,2,,SO-20230629,8,22.75,10.58,0.00,182.00,97.36,False
630,2024-06-07,2024-06-09,76,42,7,2,8,SO-20230630,4,28.10,12.01,8.99,103.41,55.37,False
631,2024-02-05,2024-02-06,57,38,8,2,,SO-20230631,3,21.50,7.13,0.00,64.50,43.11,False
632,2023-11-01,2023-11-06,149,4,5,1,,SO-20230632,2,22.50,10.58,0.00,45.00,23.84,False
633,2023-03-08,2023-03-11,49,48,12,1,8,SO-20230633,1,19.60,9.36,2.35,17.25,7.89,False
634,2024-11-12,2024-11-13,42,17,2,3,4,SO-20230634,2,32.30,16.36,7.75,56.85,24.13,False
635,2024-08-11,2024-08-13,61,33,12,3,8,SO-20230635,7,22.25,13.50,18.69,137.06,42.56,False
636,2024-04-08,2024-04-14,68,26,1,1,7,SO-20230636,8,30.90,14.44,12.36,234.84,119.32,False
637,2024-07-22,2024-07-24,25,43,5,2,3,SO-20230637,2,27.10,16.12,4.34,49.86,17.62,False
638,2023-06-28,2023-06-29,131,34,2,2,1,SO-20230638,7,29.00,13.23,24.36,178.64,86.03,False
639,2024-06-11,2024-06-12,82,37,10,2,6,SO-20230639,1,15.50,6.35,1.86,13.64,7.29,False
640,2024-12-18,2024-12-20,110,43,2,2,,SO-20230640,1,27.35,16.12,0.00,27.35,11.23,False
641,2024-03-18,2024-03-20,17,10,4,2,6,SO-20230641,3,13.85,5.91,2.08,39.47,21.74,False
642,2024-05-24,2024-05-26,79,23,7,2,8,SO-20230642,8,24.05,13.26,23.09,169.31,63.23,False
643,2024-07-31,2024-08-03,89,6,9,2,5,SO-20230643,2,27.10,12.01,4.34,49.86,25.84,False
644,2023-04-11,2023-04-15,66,39,8,1,6,SO-20230644,8,19.50,10.40,12.48,143.52,60.32,False
645,2023-11-16,2023-11-20,25,9,6,2,2,SO-20230645,5,7.60,4.91,3.04,34.96,10.41,False
646,2023-06-02,2023-06-04,14,41,3,1,1,SO-20230646,6,18.35,12.07,5.50,104.60,32.18,False
647,2024-06-27,2024-07-03,7,6,6,3,2,SO-20230647,2,29.35,12.01,4.70,54.00,29.98,False
648,2024-03-02,2024-03-06,25,38,8,1,1,SO-20230648,8,16.50,7.13,6.60,125.40,68.36,False
649,2023-05-25,2023-05-27,170,33,11,2,1,SO-20230649,5,27.75,13.50,16.65,122.10,54.60,False
650,2024-02-24,2024-02-26,71,10,4,3,2,SO-20230650,8,11.85,5.91,4.74,90.06,42.78,False
651,2023-05-24,2023-05-29,48,44,8,2,7,SO-20230651,5,35.85,15.46,21.51,157.74,80.44,False
652,2024-03-04,2024-03-06,61,14,7,3,1,SO-20230652,6,20.45,10.79,9.82,112.88,48.14,False
653,2023-06-23,2023-06-28,110,21,5,2,3,SO-20230653,4,16.05,9.21,3.21,60.99,24.15,False
654,2023-02-22,2023-02-24,15,20,4,1,3,SO-20230654,1,22.70,8.14,1.14,21.56,13.42,False
655,2024-10-04,2024-10-07,151,24,8,2,,SO-20230655,7,34.05,13.02,0.00,238.35,147.21,False
656,2023-06-02,2023-06-05,169,9,1,1,,SO-20230656,2,12.35,4.91,0.00,24.70,14.88,False
657,2023-11-06,2023-11-12,167,24,11,1,2,SO-20230657,5,25.80,13.02,10.32,118.68,53.58,False
658,2023-07-04,2023-07-05,6,8,2,1,,SO-20230658,7,35.35,15.46,0.00,247.45,139.23,False
659,2024-08-02,2024-08-05,47,10,12,3,5,SO-20230659,4,18.85,5.91,9.05,66.35,42.71,False
660,2023-09-07,2023-09-10,147,30,2,2,,SO-20230660,4,15.40,8.35,0.00,61.60,28.20,False
661,2023-09-26,2023-09-28,104,1,5,1,3,SO-20230661,2,8.35,6.35,0.83,15.87,3.17,False
662,2023-12-27,2024-01-02,76,44,4,2,,SO-20230662,8,39.35,15.46,0.00,314.80,191.12,False
663,2023-07-11,2023-07-13,115,44,1,3,4,SO-20230663,5,38.35,15.46,9.59,182.16,104.86,False
664,2024-11-01,2024-11-05,161,42,1,3,7,SO-20230664,2,22.10,12.01,2.21,41.99,17.97,False
665,2023-02-14,2023-02-15,10,48,9,2,,SO-20230665,4,24.35,9.36,0.00,97.40,59.96,False
666,2024-03-25,2024-03-26,131,14,3,1,5,SO-20230666,7,22.45,10.79,7.86,149.29,73.76,False
667,2024-11-25,2024-11-28,36,18,12,2,3,SO-20230667,4,9.45,4.69,1.89,35.91,17.15,True
668,2023-09-21,2023-09-26,8,14,11,2,,SO-20230668,7,22.45,10.79,0.00,157.15,81.62,False
669,2023-01-26,2023-01-27,73,37,10,2,6,SO-20230669,2,9.00,6.35,2.16,15.84,3.14,False
670,2023-03-20,2023-03-23,20,22,4,1,5,SO-20230670,1,20.05,9.57,1.00,19.05,9.48,False
671,2023-03-01,2023-03-03,92,16,7,3,5,SO-20230671,4,31.45,14.24,15.10,110.70,53.74,False
672,2023-06-05,2023-06-06,36,26,12,1,6,SO-20230672,4,33.40,14.44,6.68,126.92,69.16,False
673,2024-06-06,2024-06-07,32,6,12,2,,SO-20230673,8,24.10,12.01,0.00,192.80,96.72,False
674,2023-04-18,2023-04-23,22,28,7,3,5,SO-20230674,3,21.05,6.92,3.16,59.99,39.23,False
675,2024-05-29,2024-06-03,128,2,1,2,6,SO-20230675,5,18.50,7.13,4.62,87.88,52.23,False
676,2023-12-18,2023-12-23,107,28,9,3,7,SO-20230676,8,19.55,6.92,12.51,143.89,88.53,False
677,2024-03-27,2024-03-31,152,12,2,2,7,SO-20230677,1,23.60,9.36,2.83,20.77,11.41,False
678,2023-01-13,2023-01-14,92,21,10,3,7,SO-20230678,1,15.80,9.21,1.26,14.54,5.33,False
679,2024-03-28,2024-03-31,18,32,5,1,,SO-20230679,1,24.65,11.80,0.00,24.65,12.85,False
680,2023-09-11,2023-09-15,85,29,1,2,1,SO-20230680,1,10.65,7.78,0.85,9.80,2.02,False
681,2023-01-15,2023-01-18,145,35,10,1,,SO-20230681,6,38.25,17.55,0.00,229.50,124.20,False
682,2024-01-25,2024-01-29,114,16,4,2,1,SO-20230682,7,28.45,14.24,9.96,189.19,89.51,False
683,2024-10-03,2024-10-09,74,23,5,2,6,SO-20230683,2,22.30,13.26,5.35,39.25,12.73,False
684,2023-10-03,2023-10-07,15,34,1,1,,SO-20230684,2,28.75,13.23,0.00,57.50,31.04,False
685,2024-05-02,2024-05-06,22,42,2,1,,SO-20230685,1,31.60,12.01,0.00,31.60,19.59,False
686,2024-11-01,2024-11-04,140,16,2,2,8,SO-20230686,2,31.20,14.24,7.49,54.91,26.43,False
687,2024-10-20,2024-10-24,36,42,3,1,,SO-20230687,4,23.60,12.01,0.00,94.40,46.36,False
688,2024-05-29,2024-06-03,105,23,8,1,,SO-20230688,7,26.05,13.26,0.00,182.35,89.53,False
689,2024-03-18,2024-03-22,106,21,12,1,,SO-20230689,4,19.05,9.21,0.00,76.20,39.36,False
690,2024-10-30,2024-11-05,65,32,10,3,5,SO-20230690,7,23.65,11.80,19.87,145.68,63.08,False
691,2024-03-02,2024-03-05,137,5,10,3,1,SO-20230691,3,23.10,12.07,3.46,65.84,29.63,False
692,2023-05-08,2023-05-12,28,43,2,3,,SO-20230692,7,33.85,16.12,0.00,236.95,124.11,False
693,2024-11-18,2024-11-19,110,40,6,2,2,SO-20230693,8,20.75,10.58,13.28,152.72,68.08,False
694,2024-04-19,2024-04-24,166,3,9,1,3,SO-20230694,2,17.50,10.40,4.20,30.80,10.00,False
695,2024-12-06,2024-12-08,24,10,4,1,3,SO-20230695,4,15.60,5.91,3.12,59.28,35.64,False
696,2024-07-05,2024-07-06,94,8,3,3,7,SO-20230696,6,38.35,15.46,11.51,218.59,125.83,False
697,2024-05-28,2024-05-29,158,4,9,1,7,SO-20230697,7,19.50,10.58,16.38,120.12,46.06,False
698,2023-05-23,2023-05-25,72,28,2,2,8,SO-20230698,7,18.55,6.92,10.39,119.46,71.02,False
699,2024-03-28,2024-03-31,165,37,7,2,5,SO-20230699,2,12.00,6.35,2.88,21.12,8.42,False
700,2023-02-19,2023-02-23,149,12,8,2,3,SO-20230700,2,24.85,9.36,2.49,47.21,28.49,False
701,2024-12-10,2024-12-11,83,5,5,1,2,SO-20230701,5,25.85,12.07,15.51,113.74,53.39,False
702,2024-06-30,2024-07-06,100,7,11,2,4,SO-20230702,8,32.35,16.12,20.70,238.10,109.14,False
703,2023-09-04,2023-09-08,114,26,4,1,6,SO-20230703,1,33.15,14.44,1.66,31.49,17.05,False
704,2023-09-13,2023-09-14,148,35,3,2,5,SO-20230704,5,30.00,17.55,7.50,142.50,54.75,False
705,2024-04-27,2024-04-29,36,24,10,3,8,SO-20230705,6,34.30,13.02,24.70,181.10,102.98,False
706,2024-07-21,2024-07-23,103,37,2,2,,SO-20230706,8,16.00,6.35,0.00,128.00,77.20,False
707,2023-05-02,2023-05-04,98,33,7,1,5,SO-20230707,6,29.00,13.50,8.70,165.30,84.30,False
708,2023-04-07,2023-04-13,6,23,3,2,,SO-20230708,4,30.55,13.26,0.00,122.20,69.16,True
709,2023-01-15,2023-01-19,127,27,10,2,3,SO-20230709,5,10.80,6.10,2.70,51.30,20.80,False
710,2024-06-21,2024-06-24,116,38,12,1,,SO-20230710,6,17.75,7.13,0.00,106.50,63.72,False
711,2023-07-16,2023-07-22,103,9,1,3,2,SO-20230711,4,6.91,4.91,1.38,26.26,6.62,False
712,2023-04-23,2023-04-24,20,19,10,3,,SO-20230712,4,12.20,7.53,0.00,48.80,18.68,False
713,2023-07-09,2023-07-13,31,44,9,2,2,SO-20230713,1,34.60,15.46,2.77,31.83,16.37,False
714,2023-02-05,2023-02-09,2,4,11,1,5,SO-20230714,8,27.00,10.58,10.80,205.20,120.56,False
715,2023-03-03,2023-03-07,89,16,2,2,5,SO-20230715,4,35.95,14.24,7.19,136.61,79.65,False
716,2023-02-16,2023-02-17,20,11,3,3,,SO-20230716,3,22.10,8.96,0.00,66.30,39.42,False
717,2023-11-28,2023-11-30,155,23,6,2,2,SO-20230717,6,29.05,13.26,20.92,153.38,73.82,False
718,2024-06-17,2024-06-21,129,38,1,3,3,SO-20230718,5,18.75,7.13,4.69,89.06,53.41,False
719,2023-08-07,2023-08-12,6,6,2,2,7,SO-20230719,1,30.10,12.01,1.51,28.59,16.58,False
720,2024-06-29,2024-07-01,119,2,3,3,,SO-20230720,2,17.25,7.13,0.00,34.50,20.24,False
721,2024-10-09,2024-10-15,147,20,4,1,1,SO-20230721,7,16.20,8.14,13.61,99.79,42.81,False
722,2024-04-24,2024-04-27,51,12,11,1,5,SO-20230722,3,23.35,9.36,8.41,61.64,33.56,False
723,2023-02-18,2023-02-20,79,34,2,3,4,SO-20230723,8,26.75,13.23,17.12,196.88,91.04,False
724,2023-02-18,2023-02-23,178,25,7,3,2,SO-20230724,6,30.40,14.93,21.89,160.51,70.93,False
725,2023-12-30,2023-12-31,172,9,12,2,2,SO-20230725,5,9.85,4.91,2.46,46.79,22.24,False
726,2023-10-30,2023-11-01,65,42,6,2,,SO-20230726,6,22.85,12.01,0.00,137.10,65.04,False
727,2023-04-25,2023-04-28,8,10,12,2,8,SO-20230727,1,15.35,5.91,1.23,14.12,8.21,False
728,2023-01-12,2023-01-17,45,32,3,3,4,SO-20230728,2,27.90,11.80,2.79,53.01,29.41,False
729,2023-05-09,2023-05-11,122,48,8,1,1,SO-20230729,3,18.10,9.36,6.52,47.78,19.70,False
730,2024-01-30,2024-02-04,136,1,1,3,7,SO-20230730,3,17.50,6.35,6.30,46.20,27.15,False
