ActualKey,Date,DepartmentKey,CostCenterKey,AccountKey,ScenarioKey,Amount,FTE,CommentCode
9004,2025-01-01,6,11,4,1,48591.22,3.15,BASE
9005,2025-01-01,6,11,5,1,54019.17,1.65,BASE
9006,2025-01-01,6,11,6,1,57247.11,2.60,PROJECT
9007,2025-01-01,6,11,7,1,62500.05,3.30,PROJECT
9008,2025-01-01,6,11,8,1,66928.00,3.65,SEASONAL
9009,2025-01-01,6,11,9,1,71380.94,2.15,TREND
9010,2025-01-01,6,11,10,1,43308.65,3.15,BASE
9011,2025-01-01,6,11,11,1,46449.62,2.80,TREND
9012,2025-01-01,6,11,12,1,48665.58,3.45,SEASONAL
9013,2025-01-01,6,11,13,1,51631.55,1.35,BASE
9014,2025-01-01,6,11,14,1,52997.52,3.60,TREND
9015,2025-01-01,6,11,15,1,55463.49,2.35,SEASONAL
9016,2025-01-01,6,11,16,1,58479.46,3.50,TREND
9017,2025-01-01,6,11,17,1,61470.42,1.70,TREND
9018,2025-01-01,6,11,18,1,63336.39,3.25,TREND
9019,2025-01-01,6,11,19,1,49408.02,1.75,SEASONAL
9020,2025-01-01,6,11,20,1,51045.00,3.55,PROJECT
9021,2025-01-01,6,11,21,1,53031.97,3.35,PROJECT
9022,2025-01-01,6,11,22,1,55843.95,3.70,BASE
9023,2025-01-01,6,11,23,1,57680.92,3.45,PROJECT
9024,2025-01-01,6,11,24,1,58667.90,3.20,SEASONAL
9025,2025-01-01,6,11,25,1,61429.88,1.65,BASE
9026,2025-01-01,6,11,26,1,63041.85,2.90,BASE
9027,2025-01-01,6,11,27,1,64028.83,3.55,BASE
9028,2025-01-01,6,11,28,1,49418.10,2.90,SEASONAL
9029,2025-01-01,6,11,29,1,51183.34,3.40,BASE
9030,2025-01-01,6,11,30,1,52823.57,2.80,TREND
9031,2025-01-01,6,11,31,1,53363.80,1.35,PROJECT
9032,2025-01-01,6,11,32,1,55829.03,2.80,PROJECT
9033,2025-01-01,6,11,33,1,57219.26,2.00,BASE
9034,2025-01-01,6,11,34,1,59034.50,2.55,TREND
9035,2025-01-01,6,11,35,1,58874.73,2.10,TREND
9036,2025-01-01,6,11,36,1,61064.96,2.10,PROJECT
9037,2025-01-01,6,12,1,1,36466.10,1.60,BASE
9038,2025-01-01,6,12,2,1,39819.04,1.75,BASE
9039,2025-01-01,6,12,3,1,44271.98,1.35,SEASONAL
9040,2025-01-01,6,12,4,1,49749.93,1.75,BASE
9041,2025-01-01,6,12,5,1,53377.87,1.35,TREND
9042,2025-01-01,6,12,6,1,58855.82,1.90,PROJECT
9043,2025-01-01,6,12,7,1,62283.76,2.80,PROJECT
9044,2025-01-01,6,12,8,1,66411.70,1.50,SEASONAL
9045,2025-01-01,6,12,9,1,71064.65,2.55,TREND
9046,2025-01-01,6,12,10,1,42617.19,3.00,PROJECT
9047,2025-01-01,6,12,11,1,45433.16,1.95,BASE
9048,2025-01-01,6,12,12,1,47949.13,2.95,TREND
9049,2025-01-01,6,12,13,1,50365.10,1.95,BASE
9050,2025-01-01,6,12,14,1,52731.07,2.60,TREND
9051,2025-01-01,6,12,15,1,55397.03,3.35,SEASONAL
9052,2025-01-01,6,12,16,1,58063.00,3.55,BASE
9053,2025-01-01,6,12,17,1,61303.97,3.45,SEASONAL
9054,2025-01-01,6,12,18,1,63244.94,3.75,TREND
9055,2025-01-01,6,12,19,1,49183.18,2.90,SEASONAL
9056,2025-01-01,6,12,20,1,51370.16,3.15,SEASONAL
9057,2025-01-01,6,12,21,1,54007.13,3.45,TREND
9058,2025-01-01,6,12,22,1,54719.11,3.60,TREND
9059,2025-01-01,6,12,23,1,57356.08,1.80,BASE
9060,2025-01-01,6,12,24,1,59593.06,2.20,SEASONAL
9061,2025-01-01,6,12,25,1,60105.04,3.45,PROJECT
9062,2025-01-01,6,12,26,1,62542.01,1.70,PROJECT
9063,2025-01-01,6,12,27,1,64428.99,1.65,SEASONAL
9064,2025-01-01,6,12,28,1,49761.97,3.15,SEASONAL
9065,2025-01-01,6,12,29,1,50827.21,1.55,PROJECT
9066,2025-01-01,6,12,30,1,53317.44,2.95,SEASONAL
9067,2025-01-01,6,12,31,1,53982.67,2.30,BASE
9068,2025-01-01,6,12,32,1,55222.90,2.35,BASE
9069,2025-01-01,6,12,33,1,56813.13,1.55,TREND
9070,2025-01-01,6,12,34,1,58928.37,1.65,SEASONAL
9071,2025-01-01,6,12,35,1,60218.60,1.45,TREND
9072,2025-01-01,6,12,36,1,61133.83,2.20,PROJECT
9073,2025-01-01,7,13,1,1,38461.40,3.45,TREND
9074,2025-01-01,7,13,2,1,42475.21,3.80,PROJECT
9075,2025-01-01,7,13,3,1,46864.03,2.45,BASE
9076,2025-01-01,7,13,4,1,52552.85,2.30,SEASONAL
9077,2025-01-01,7,13,5,1,57041.66,2.45,SEASONAL
9078,2025-01-01,7,13,6,1,60905.48,4.15,BASE
9079,2025-01-01,7,13,7,1,66219.29,2.15,TREND
9080,2025-01-01,7,13,8,1,70208.11,3.30,BASE
9081,2025-01-01,7,13,9,1,75571.93,2.20,PROJECT
9082,2025-01-01,7,13,10,1,45795.42,3.10,PROJECT
9083,2025-01-01,7,13,11,1,47921.18,1.85,TREND
9084,2025-01-01,7,13,12,1,51421.93,1.90,PROJECT
9085,2025-01-01,7,13,13,1,53597.68,2.95,TREND
9086,2025-01-01,7,13,14,1,56648.43,2.10,TREND
9087,2025-01-01,7,13,15,1,58549.18,3.65,SEASONAL
9088,2025-01-01,7,13,16,1,61074.94,2.80,SEASONAL
9089,2025-01-01,7,13,17,1,63550.69,2.90,BASE
9090,2025-01-01,7,13,18,1,66776.44,2.45,SEASONAL
9091,2025-01-01,7,13,19,1,52032.89,2.95,SEASONAL
9092,2025-01-01,7,13,20,1,53670.96,3.20,PROJECT
9093,2025-01-01,7,13,21,1,55909.02,2.45,BASE
9094,2025-01-01,7,13,22,1,57872.09,2.30,SEASONAL
9095,2025-01-01,7,13,23,1,60885.15,2.00,PROJECT
9096,2025-01-01,7,13,24,1,62598.21,4.00,TREND
9097,2025-01-01,7,13,25,1,64761.28,3.25,SEASONAL
9098,2025-01-01,7,13,26,1,65199.34,2.50,SEASONAL
9099,2025-01-01,7,13,27,1,68612.41,2.90,PROJECT
9100,2025-01-01,7,13,28,1,51825.35,4.10,SEASONAL
9101,2025-01-01,7,13,29,1,53341.40,1.95,TREND
9102,2025-01-01,7,13,30,1,55857.45,2.10,SEASONAL
9103,2025-01-01,7,13,31,1,56598.50,2.45,SEASONAL
9104,2025-01-01,7,13,32,1,57889.54,3.00,PROJECT
9105,2025-01-01,7,13,33,1,60630.59,3.00,PROJECT
9106,2025-01-01,7,13,34,1,60946.64,3.90,SEASONAL
9107,2025-01-01,7,13,35,1,63337.69,2.10,BASE
9108,2025-01-01,7,13,36,1,63703.74,3.40,PROJECT
9109,2025-01-01,7,14,1,1,37648.25,3.85,SEASONAL
9110,2025-01-01,7,14,2,1,42387.06,1.75,SEASONAL
9111,2025-01-01,7,14,3,1,47400.88,3.95,PROJECT
9112,2025-01-01,7,14,4,1,52739.70,2.20,TREND
9113,2025-01-01,7,14,5,1,57353.51,4.10,BASE
9114,2025-01-01,7,14,6,1,60492.33,1.95,SEASONAL
9115,2025-01-01,7,14,7,1,66206.14,3.90,TREND
9116,2025-01-01,7,14,8,1,70294.96,1.75,PROJECT
9117,2025-01-01,7,14,9,1,74708.78,2.40,PROJECT
9118,2025-01-01,7,14,10,1,45230.77,2.40,TREND
9119,2025-01-01,7,14,11,1,48856.52,2.15,BASE
9120,2025-01-01,7,14,12,1,50207.27,3.70,PROJECT
9121,2025-01-01,7,14,13,1,54133.02,2.55,TREND
9122,2025-01-01,7,14,14,1,55658.78,2.40,TREND
9123,2025-01-01,7,14,15,1,58834.53,2.55,PROJECT
9124,2025-01-01,7,14,16,1,61485.28,3.40,PROJECT
9125,2025-01-01,7,14,17,1,64061.03,3.40,TREND
9126,2025-01-01,7,14,18,1,66711.78,3.40,BASE
9127,2025-01-01,7,14,19,1,52109.40,4.10,SEASONAL
9128,2025-01-01,7,14,20,1,53872.47,2.60,BASE
9129,2025-01-01,7,14,21,1,55810.53,1.90,SEASONAL
9130,2025-01-01,7,14,22,1,58923.59,3.90,SEASONAL
9131,2025-01-01,7,14,23,1,60086.66,3.85,PROJECT
9132,2025-01-01,7,14,24,1,61599.72,2.80,SEASONAL
9133,2025-01-01,7,14,25,1,64462.79,2.00,SEASONAL
9134,2025-01-01,7,14,26,1,66725.85,2.10,SEASONAL
9135,2025-01-01,7,14,27,1,67938.91,2.50,PROJECT
9136,2025-01-01,7,14,28,1,52745.23,2.80,BASE
9137,2025-01-01,7,14,29,1,53361.28,3.45,TREND
9138,2025-01-01,7,14,30,1,55777.33,2.50,BASE
9139,2025-01-01,7,14,31,1,57318.38,3.65,TREND
9140,2025-01-01,7,14,32,1,59034.42,2.10,TREND
9141,2025-01-01,7,14,33,1,60175.47,2.10,TREND
9142,2025-01-01,7,14,34,1,61466.52,2.45,SEASONAL
9143,2025-01-01,7,14,35,1,63432.57,3.60,BASE
9144,2025-01-01,7,14,36,1,64823.62,3.25,BASE
9145,2025-01-01,8,15,1,1,37635.10,0.95,SEASONAL
9146,2025-01-01,8,15,2,1,42323.92,0.60,TREND
9147,2025-01-01,8,15,3,1,47837.73,2.00,PROJECT
9148,2025-01-01,8,15,4,1,51926.55,1.70,TREND
9149,2025-01-01,8,15,5,1,56465.36,1.90,BASE
9150,2025-01-01,8,15,6,1,61779.18,0.55,SEASONAL
9151,2025-01-01,8,15,7,1,66668.00,1.65,SEASONAL
9152,2025-01-01,8,15,8,1,70156.81,2.80,PROJECT
9153,2025-01-01,8,15,9,1,74520.63,1.50,SEASONAL
9154,2025-01-01,8,15,10,1,45291.11,2.80,BASE
9155,2025-01-01,8,15,11,1,49091.86,0.70,TREND
9156,2025-01-01,8,15,12,1,51017.61,0.75,BASE
9157,2025-01-01,8,15,13,1,54243.37,1.35,BASE
9158,2025-01-01,8,15,14,1,55469.12,0.85,SEASONAL
9159,2025-01-01,8,15,15,1,59144.87,2.00,SEASONAL
9160,2025-01-01,8,15,16,1,61595.62,1.45,TREND
9161,2025-01-01,8,15,17,1,65046.37,0.95,SEASONAL
9162,2025-01-01,8,15,18,1,67647.13,2.45,TREND
9163,2025-01-01,8,15,19,1,52935.91,2.15,BASE
9164,2025-01-01,8,15,20,1,54723.97,1.65,TREND
9165,2025-01-01,8,15,21,1,55687.04,2.70,TREND
9166,2025-01-01,8,15,22,1,58975.10,2.15,SEASONAL
9167,2025-01-01,8,15,23,1,60288.16,0.90,PROJECT
9168,2025-01-01,8,15,24,1,62051.23,2.60,SEASONAL
9169,2025-01-01,8,15,25,1,64364.29,0.90,BASE
9170,2025-01-01,8,15,26,1,65552.36,2.95,PROJECT
9171,2025-01-01,8,15,27,1,68565.42,2.40,PROJECT
9172,2025-01-01,8,15,28,1,52240.11,2.15,BASE
9173,2025-01-01,8,15,29,1,53306.16,0.95,PROJECT
9174,2025-01-01,8,15,30,1,55922.21,1.85,TREND
9175,2025-01-01,8,15,31,1,57438.26,1.80,PROJECT
9176,2025-01-01,8,15,32,1,58529.31,2.00,SEASONAL
9177,2025-01-01,8,15,33,1,59695.35,2.00,TREND
9178,2025-01-01,8,15,34,1,60836.40,2.90,PROJECT
9179,2025-01-01,8,15,35,1,62427.45,0.60,BASE
9180,2025-01-01,8,15,36,1,64543.50,0.90,TREND
9181,2025-01-01,8,16,1,1,38146.95,1.60,PROJECT
9182,2025-01-01,8,16,2,1,43035.77,1.55,BASE
9183,2025-01-01,8,16,3,1,47924.58,1.45,TREND
9184,2025-01-01,8,16,4,1,51738.40,1.35,PROJECT
9185,2025-01-01,8,16,5,1,56452.21,2.05,PROJECT
9186,2025-01-01,8,16,6,1,61766.03,1.40,BASE
9187,2025-01-01,8,16,7,1,66454.85,1.70,SEASONAL
9188,2025-01-01,8,16,8,1,70993.66,2.05,BASE
9189,2025-01-01,8,16,9,1,76032.48,1.95,TREND
9190,2025-01-01,8,16,10,1,46451.45,1.45,PROJECT
9191,2025-01-01,8,16,11,1,48927.21,1.10,BASE
9192,2025-01-01,8,16,12,1,51127.96,0.90,BASE
9193,2025-01-01,8,16,13,1,53728.71,2.70,SEASONAL
9194,2025-01-01,8,16,14,1,55754.46,2.60,BASE
9195,2025-01-01,8,16,15,1,58780.21,1.30,TREND
9196,2025-01-01,8,16,16,1,61230.97,1.30,PROJECT
9197,2025-01-01,8,16,17,1,63656.72,2.55,SEASONAL
9198,2025-01-01,8,16,18,1,67332.47,0.85,TREND
9199,2025-01-01,8,16,19,1,52037.42,2.10,SEASONAL
9200,2025-01-01,8,16,20,1,53675.48,2.05,TREND
9201,2025-01-01,8,16,21,1,55888.54,2.45,BASE
9202,2025-01-01,8,16,22,1,58151.61,1.30,BASE
9203,2025-01-01,8,16,23,1,59639.67,1.15,PROJECT
9204,2025-01-01,8,16,24,1,62977.74,1.25,SEASONAL
9205,2025-01-01,8,16,25,1,63665.80,2.40,TREND
9206,2025-01-01,8,16,26,1,66328.86,1.75,BASE
9207,2025-01-01,8,16,27,1,67616.93,1.45,PROJECT
9208,2025-01-01,8,16,28,1,53334.99,2.80,BASE
9209,2025-01-01,8,16,29,1,53976.04,1.15,TREND
9210,2025-01-01,8,16,30,1,55267.09,2.90,BASE
9211,2025-01-01,8,16,31,1,57333.14,2.25,PROJECT
9212,2025-01-01,8,16,32,1,58574.19,0.90,PROJECT
9213,2025-01-01,8,16,33,1,60840.23,2.75,TREND
9214,2025-01-01,8,16,34,1,61081.28,1.25,BASE
9215,2025-01-01,8,16,35,1,62522.33,1.00,TREND
9216,2025-01-01,8,16,36,1,63813.38,0.90,PROJECT
9217,2025-01-01,9,17,1,1,28512.92,3.05,PROJECT
9218,2025-01-01,9,17,2,1,31447.38,2.90,BASE
9219,2025-01-01,9,17,3,1,36206.83,0.95,TREND
9220,2025-01-01,9,17,4,1,38691.29,3.15,PROJECT
9221,2025-01-01,9,17,5,1,42375.74,1.00,BASE
9222,2025-01-01,9,17,6,1,46085.20,1.05,SEASONAL
9223,2025-01-01,9,17,7,1,49569.66,3.00,BASE
9224,2025-01-01,9,17,8,1,52979.11,1.55,PROJECT
9225,2025-01-01,9,17,9,1,55588.57,3.30,PROJECT
9226,2025-01-01,9,17,10,1,34052.44,2.05,BASE
9227,2025-01-01,9,17,11,1,36804.27,3.20,BASE
9228,2025-01-01,9,17,12,1,37556.11,2.90,BASE
9229,2025-01-01,9,17,13,1,39532.94,2.30,PROJECT
9230,2025-01-01,9,17,14,1,42359.77,2.25,TREND
9231,2025-01-01,9,17,15,1,43986.60,1.15,BASE
9232,2025-01-01,9,17,16,1,45663.43,1.55,SEASONAL
9233,2025-01-01,9,17,17,1,48815.27,2.10,BASE
9234,2025-01-01,9,17,18,1,49742.10,2.00,SEASONAL
9235,2025-01-01,9,17,19,1,39514.20,1.70,TREND
9236,2025-01-01,9,17,20,1,40396.82,1.00,BASE
9237,2025-01-01,9,17,21,1,41954.45,3.25,BASE
9238,2025-01-01,9,17,22,1,42937.07,2.90,SEASONAL
9239,2025-01-01,9,17,23,1,44669.69,1.15,SEASONAL
9240,2025-01-01,9,17,24,1,45827.32,2.50,BASE
9241,2025-01-01,9,17,25,1,47084.94,1.60,TREND
9242,2025-01-01,9,17,26,1,49817.57,3.05,SEASONAL
9243,2025-01-01,9,17,27,1,50350.19,1.90,TREND
9244,2025-01-01,9,17,28,1,39062.11,2.10,BASE
9245,2025-01-01,9,17,29,1,40299.08,2.85,SEASONAL
9246,2025-01-01,9,17,30,1,41561.05,2.25,PROJECT
9247,2025-01-01,9,17,31,1,42573.01,2.25,SEASONAL
9248,2025-01-01,9,17,32,1,43934.98,1.30,SEASONAL
9249,2025-01-01,9,17,33,1,44346.95,2.70,BASE
9250,2025-01-01,9,17,34,1,46058.92,2.45,PROJECT
9251,2025-01-01,9,17,35,1,46820.89,2.75,BASE
9252,2025-01-01,9,17,36,1,47832.85,2.35,TREND
9253,2025-01-01,9,18,1,1,28709.05,1.30,SEASONAL
9254,2025-01-01,9,18,2,1,32468.50,1.20,PROJECT
9255,2025-01-01,9,18,3,1,35177.96,3.35,BASE
9256,2025-01-01,9,18,4,1,38237.41,3.00,PROJECT
9257,2025-01-01,9,18,5,1,42771.87,2.15,SEASONAL
9258,2025-01-01,9,18,6,1,46206.33,1.25,TREND
9259,2025-01-01,9,18,7,1,49465.78,2.25,SEASONAL
9260,2025-01-01,9,18,8,1,52250.24,1.20,TREND
9261,2025-01-01,9,18,9,1,56284.69,1.25,BASE
9262,2025-01-01,9,18,10,1,33478.80,1.10,PROJECT
9263,2025-01-01,9,18,11,1,36230.63,2.85,SEASONAL
9264,2025-01-01,9,18,12,1,37582.46,2.15,TREND
9265,2025-01-01,9,18,13,1,40584.30,1.95,TREND
9266,2025-01-01,9,18,14,1,42011.13,2.60,BASE
9267,2025-01-01,9,18,15,1,43962.96,2.55,TREND
9268,2025-01-01,9,18,16,1,46364.79,2.20,PROJECT
9269,2025-01-01,9,18,17,1,48716.62,1.10,TREND
9270,2025-01-01,9,18,18,1,50043.46,1.45,SEASONAL
9271,2025-01-01,9,18,19,1,39608.97,2.85,PROJECT
9272,2025-01-01,9,18,20,1,40816.59,1.20,SEASONAL
9273,2025-01-01,9,18,21,1,41299.21,1.25,BASE
9274,2025-01-01,9,18,22,1,42856.84,2.20,SEASONAL
9275,2025-01-01,9,18,23,1,44239.46,2.05,TREND
9276,2025-01-01,9,18,24,1,45772.09,1.10,PROJECT
9277,2025-01-01,9,18,25,1,47729.71,2.45,PROJECT
9278,2025-01-01,9,18,26,1,49912.33,1.00,PROJECT
9279,2025-01-01,9,18,27,1,51419.96,2.20,TREND
9280,2025-01-01,9,18,28,1,39276.94,3.05,BASE
9281,2025-01-01,9,18,29,1,39888.90,1.60,TREND
9282,2025-01-01,9,18,30,1,41800.87,3.20,PROJECT
9283,2025-01-01,9,18,31,1,42937.84,2.20,PROJECT
9284,2025-01-01,9,18,32,1,43924.81,2.55,PROJECT
9285,2025-01-01,9,18,33,1,44111.78,3.25,PROJECT
9286,2025-01-01,9,18,34,1,46398.74,1.20,BASE
9287,2025-01-01,9,18,35,1,46260.71,2.25,PROJECT
9288,2025-01-01,9,18,36,1,47822.68,1.20,TREND
9289,2025-01-01,10,19,1,1,27955.17,2.75,TREND
9290,2025-01-01,10,19,2,1,32514.63,1.60,PROJECT
9291,2025-01-01,10,19,3,1,35799.08,1.90,PROJECT
9292,2025-01-01,10,19,4,1,39033.54,2.50,PROJECT
9293,2025-01-01,10,19,5,1,41918.00,3.45,TREND
9294,2025-01-01,10,19,6,1,45977.45,2.50,BASE
9295,2025-01-01,10,19,7,1,49686.91,2.90,SEASONAL
9296,2025-01-01,10,19,8,1,52046.36,2.85,TREND
9297,2025-01-01,10,19,9,1,55680.82,2.95,TREND
9298,2025-01-01,10,19,10,1,34055.16,1.45,TREND
9299,2025-01-01,10,19,11,1,35831.99,3.40,PROJECT
9300,2025-01-01,10,19,12,1,38058.82,1.85,PROJECT
9301,2025-01-01,10,19,13,1,40610.65,2.25,BASE
9302,2025-01-01,10,19,14,1,42387.49,2.40,BASE
9303,2025-01-01,10,19,15,1,44564.32,2.50,TREND
9304,2025-01-01,10,19,16,1,46591.15,3.15,TREND
9305,2025-01-01,10,19,17,1,48567.98,2.80,TREND
9306,2025-01-01,10,19,18,1,49194.81,3.45,PROJECT
9307,2025-01-01,10,19,19,1,39653.73,2.45,SEASONAL
9308,2025-01-01,10,19,20,1,41111.36,3.65,BASE
9309,2025-01-01,10,19,21,1,42793.98,1.40,SEASONAL
9310,2025-01-01,10,19,22,1,43751.61,1.35,SEASONAL
9311,2025-01-01,10,19,23,1,45234.23,1.70,SEASONAL
9312,2025-01-01,10,19,24,1,45691.85,3.15,TREND
9313,2025-01-01,10,19,25,1,47424.48,2.75,TREND
9314,2025-01-01,10,19,26,1,49157.10,1.55,SEASONAL
9315,2025-01-01,10,19,27,1,51014.73,2.70,PROJECT
9316,2025-01-01,10,19,28,1,38441.76,1.60,PROJECT
9317,2025-01-01,10,19,29,1,40353.73,1.55,TREND
9318,2025-01-01,10,19,30,1,41040.70,2.40,SEASONAL
9319,2025-01-01,10,19,31,1,43277.67,2.70,SEASONAL
9320,2025-01-01,10,19,32,1,42864.63,1.35,SEASONAL
9321,2025-01-01,10,19,33,1,45401.60,2.20,TREND
9322,2025-01-01,10,19,34,1,45188.57,2.85,SEASONAL
9323,2025-01-01,10,19,35,1,47100.54,2.55,TREND
9324,2025-01-01,10,19,36,1,48162.51,3.05,PROJECT
9325,2025-01-01,10,20,1,1,28151.30,3.05,SEASONAL
9326,2025-01-01,10,20,2,1,31935.75,2.00,TREND
9327,2025-01-01,10,20,3,1,36220.21,3.35,BASE
9328,2025-01-01,10,20,4,1,38404.67,3.35,SEASONAL
9329,2025-01-01,10,20,5,1,42889.12,2.35,PROJECT
9330,2025-01-01,10,20,6,1,45623.58,2.70,BASE
9331,2025-01-01,10,20,7,1,48983.03,1.65,PROJECT
9332,2025-01-01,10,20,8,1,53017.49,2.30,SEASONAL
9333,2025-01-01,10,20,9,1,56926.95,3.35,PROJECT
9334,2025-01-01,10,20,10,1,34506.52,2.25,SEASONAL
9335,2025-01-01,10,20,11,1,36433.35,3.00,BASE
9336,2025-01-01,10,20,12,1,38935.18,1.65,PROJECT
9337,2025-01-01,10,20,13,1,40362.01,2.40,BASE
9338,2025-01-01,10,20,14,1,41413.84,2.15,BASE
9339,2025-01-01,10,20,15,1,44940.68,1.45,TREND
9340,2025-01-01,10,20,16,1,46892.51,2.15,SEASONAL
9341,2025-01-01,10,20,17,1,47394.34,2.00,TREND
9342,2025-01-01,10,20,18,1,49646.17,3.40,SEASONAL
9343,2025-01-01,10,20,19,1,39023.50,2.65,BASE
9344,2025-01-01,10,20,20,1,40331.13,1.90,BASE
9345,2025-01-01,10,20,21,1,42763.75,2.75,SEASONAL
9346,2025-01-01,10,20,22,1,42596.37,2.10,SEASONAL
9347,2025-01-01,10,20,23,1,45754.00,1.45,TREND
9348,2025-01-01,10,20,24,1,46811.62,1.75,TREND
9349,2025-01-01,10,20,25,1,48744.25,2.50,SEASONAL
9350,2025-01-01,10,20,26,1,49126.87,3.25,SEASONAL
9351,2025-01-01,10,20,27,1,51059.49,2.25,SEASONAL
9352,2025-01-01,10,20,28,1,39906.59,1.80,SEASONAL
9353,2025-01-01,10,20,29,1,40668.56,3.00,SEASONAL
9354,2025-01-01,10,20,30,1,41380.52,1.70,BASE
9355,2025-01-01,10,20,31,1,42742.49,1.90,BASE
9356,2025-01-01,10,20,32,1,43079.46,3.10,SEASONAL
9357,2025-01-01,10,20,33,1,45591.43,2.75,TREND
9358,2025-01-01,10,20,34,1,45853.40,3.75,TREND
9359,2025-01-01,10,20,35,1,47190.36,2.60,TREND
9360,2025-01-01,10,20,36,1,47702.33,2.80,BASE
9361,2025-02-01,1,1,1,1,44592.52,2.55,BASE
9362,2025-02-01,1,1,2,1,50578.76,1.30,PROJECT
9363,2025-02-01,1,1,3,1,55715.00,2.15,BASE
9364,2025-02-01,1,1,4,1,60451.24,2.30,TREND
9365,2025-02-01,1,1,5,1,65712.48,0.95,TREND
9366,2025-02-01,1,1,6,1,71148.72,2.40,PROJECT
9367,2025-02-01,1,1,7,1,76859.96,2.85,BASE
9368,2025-02-01,1,1,8,1,82846.20,2.65,TREND
9369,2025-02-01,1,1,9,1,88632.44,1.35,TREND
9370,2025-02-01,1,1,10,1,53046.39,3.05,SEASONAL
9371,2025-02-01,1,1,11,1,56295.67,3.00,SEASONAL
9372,2025-02-01,1,1,12,1,59319.95,3.30,PROJECT
9373,2025-02-01,1,1,13,1,63994.23,3.10,SEASONAL
9374,2025-02-01,1,1,14,1,65493.51,1.95,TREND
9375,2025-02-01,1,1,15,1,68917.79,3.10,BASE
9376,2025-02-01,1,1,16,1,73092.07,3.35,TREND
9377,2025-02-01,1,1,17,1,75991.35,2.15,BASE
9378,2025-02-01,1,1,18,1,79290.63,2.40,SEASONAL
9379,2025-02-01,1,1,19,1,62329.93,1.85,TREND
9380,2025-02-01,1,1,20,1,63166.89,1.30,TREND
9381,2025-02-01,1,1,21,1,66803.85,2.75,TREND
9382,2025-02-01,1,1,22,1,68190.81,2.10,PROJECT
9383,2025-02-01,1,1,23,1,71227.77,1.90,BASE
9384,2025-02-01,1,1,24,1,73064.73,2.45,BASE
9385,2025-02-01,1,1,25,1,76326.69,1.20,BASE
9386,2025-02-01,1,1,26,1,78513.65,1.15,PROJECT
9387,2025-02-01,1,1,27,1,80475.61,3.15,TREND
9388,2025-02-01,1,1,28,1,61515.68,3.15,PROJECT
9389,2025-02-01,1,1,29,1,64212.15,2.95,SEASONAL
9390,2025-02-01,1,1,30,1,65658.62,2.25,SEASONAL
9391,2025-02-01,1,1,31,1,68230.09,3.20,TREND
9392,2025-02-01,1,1,32,1,68976.56,1.85,PROJECT
9393,2025-02-01,1,1,33,1,71423.03,2.15,TREND
9394,2025-02-01,1,1,34,1,72319.50,3.05,TREND
9395,2025-02-01,1,1,35,1,74590.97,2.90,TREND
9396,2025-02-01,1,1,36,1,75887.44,2.65,BASE
9397,2025-02-01,1,2,1,1,44291.01,3.05,BASE
9398,2025-02-01,1,2,2,1,50302.25,1.30,PROJECT
9399,2025-02-01,1,2,3,1,54813.49,1.20,TREND
9400,2025-02-01,1,2,4,1,61124.73,1.20,BASE
9401,2025-02-01,1,2,5,1,66610.97,2.30,TREND
9402,2025-02-01,1,2,6,1,72047.21,1.25,SEASONAL
9403,2025-02-01,1,2,7,1,78283.45,1.60,BASE
9404,2025-02-01,1,2,8,1,82619.69,1.75,BASE
9405,2025-02-01,1,2,9,1,88255.93,1.55,PROJECT
9406,2025-02-01,1,2,10,1,53013.38,2.95,PROJECT
9407,2025-02-01,1,2,11,1,56737.66,3.30,BASE
9408,2025-02-01,1,2,12,1,59561.94,3.20,PROJECT
9409,2025-02-01,1,2,13,1,62511.22,1.90,SEASONAL
9410,2025-02-01,1,2,14,1,65610.50,3.25,SEASONAL
9411,2025-02-01,1,2,15,1,69209.78,1.00,PROJECT
9412,2025-02-01,1,2,16,1,73384.06,1.35,BASE
9413,2025-02-01,1,2,17,1,75258.34,2.95,SEASONAL
9414,2025-02-01,1,2,18,1,79332.62,1.35,TREND
9415,2025-02-01,1,2,19,1,61261.43,2.30,PROJECT
9416,2025-02-01,1,2,20,1,63398.39,2.00,TREND
9417,2025-02-01,1,2,21,1,67135.35,2.50,TREND
9418,2025-02-01,1,2,22,1,68047.31,2.45,PROJECT
9419,2025-02-01,1,2,23,1,70334.27,1.15,SEASONAL
9420,2025-02-01,1,2,24,1,74146.23,1.35,PROJECT
9421,2025-02-01,1,2,25,1,75633.19,3.35,PROJECT
9422,2025-02-01,1,2,26,1,77570.15,1.55,BASE
9423,2025-02-01,1,2,27,1,80257.11,1.85,TREND
9424,2025-02-01,1,2,28,1,61639.30,2.35,PROJECT
9425,2025-02-01,1,2,29,1,64685.77,2.75,SEASONAL
9426,2025-02-01,1,2,30,1,65232.24,2.70,SEASONAL
9427,2025-02-01,1,2,31,1,68028.71,2.10,SEASONAL
9428,2025-02-01,1,2,32,1,68575.18,1.70,BASE
9429,2025-02-01,1,2,33,1,71021.65,1.95,BASE
9430,2025-02-01,1,2,34,1,71968.12,3.20,SEASONAL
9431,2025-02-01,1,2,35,1,75014.59,1.10,PROJECT
9432,2025-02-01,1,2,36,1,76136.06,3.30,PROJECT
9433,2025-02-01,2,3,1,1,44014.49,3.00,SEASONAL
9434,2025-02-01,2,3,2,1,50650.73,1.35,SEASONAL
9435,2025-02-01,2,3,3,1,56061.97,3.45,SEASONAL
