BudgetKey,Date,DepartmentKey,AccountKey,ScenarioKey,BudgetAmount,BudgetFTE
4293,2024-12-01,10,9,2,61660.00,1.00
4294,2024-12-01,10,10,2,37865.00,1.10
4295,2024-12-01,10,11,2,40525.00,2.45
4296,2024-12-01,10,12,2,41885.00,2.40
4297,2024-12-01,10,13,2,44095.00,2.15
4298,2024-12-01,10,14,2,45555.00,0.80
4299,2024-12-01,10,15,2,48290.00,1.50
4300,2024-12-01,10,16,2,50100.00,1.25
4301,2024-12-01,10,17,2,51635.00,1.55
4302,2024-12-01,10,18,2,53395.00,1.90
4303,2024-12-01,10,19,2,42458.00,1.65
4304,2024-12-01,10,20,2,43124.00,1.70
4305,2024-12-01,10,21,2,44565.00,1.80
4306,2024-12-01,10,22,2,46231.00,1.50
4307,2024-12-01,10,23,2,48222.00,0.80
4308,2024-12-01,10,24,2,49013.00,2.20
4309,2024-12-01,10,25,2,50029.00,1.25
4310,2024-12-01,10,26,2,52245.00,1.35
4311,2024-12-01,10,27,2,53361.00,1.35
4312,2024-12-01,10,28,2,44844.00,1.45
4313,2024-12-01,10,29,2,46346.00,2.40
4314,2024-12-01,10,30,2,46848.00,0.90
4315,2024-12-01,10,31,2,47950.00,2.40
4316,2024-12-01,10,32,2,48677.00,1.70
4317,2024-12-01,10,33,2,50229.00,2.00
4318,2024-12-01,10,34,2,51556.00,1.85
4319,2024-12-01,10,35,2,52408.00,1.75
4320,2024-12-01,10,36,2,54335.00,1.50
4321,2025-01-01,1,1,2,32538.00,2.15
4322,2025-01-01,1,2,2,35583.00,2.95
4323,2025-01-01,1,3,2,38653.00,2.20
4324,2025-01-01,1,4,2,41498.00,1.70
4325,2025-01-01,1,5,2,44193.00,2.65
4326,2025-01-01,1,6,2,48138.00,2.95
4327,2025-01-01,1,7,2,50883.00,2.10
4328,2025-01-01,1,8,2,53703.00,2.50
4329,2025-01-01,1,9,2,56898.00,2.85
4330,2025-01-01,1,10,2,35504.00,1.55
4331,2025-01-01,1,11,2,38289.00,2.45
4332,2025-01-01,1,12,2,39574.00,2.85
4333,2025-01-01,1,13,2,41809.00,2.95
4334,2025-01-01,1,14,2,43169.00,1.95
4335,2025-01-01,1,15,2,44904.00,1.30
4336,2025-01-01,1,16,2,47264.00,2.10
4337,2025-01-01,1,17,2,48674.00,1.80
4338,2025-01-01,1,18,2,50434.00,1.40
4339,2025-01-01,1,19,2,40271.40,2.55
4340,2025-01-01,1,20,2,41337.40,2.15
4341,2025-01-01,1,21,2,42578.40,1.25
4342,2025-01-01,1,22,2,43819.40,1.50
4343,2025-01-01,1,23,2,45185.40,2.60
4344,2025-01-01,1,24,2,46676.40,1.75
4345,2025-01-01,1,25,2,48917.40,1.90
4346,2025-01-01,1,26,2,49508.40,1.45
4347,2025-01-01,1,27,2,51399.40,2.70
4348,2025-01-01,1,28,2,43063.80,2.10
4349,2025-01-01,1,29,2,44015.80,2.10
4350,2025-01-01,1,30,2,45867.80,2.95
4351,2025-01-01,1,31,2,45869.80,1.25
4352,2025-01-01,1,32,2,47921.80,1.30
4353,2025-01-01,1,33,2,48998.80,1.40
4354,2025-01-01,1,34,2,50300.80,2.45
4355,2025-01-01,1,35,2,51252.80,1.55
4356,2025-01-01,1,36,2,52604.80,2.25
4357,2025-01-01,2,1,2,32881.00,2.30
4358,2025-01-01,2,2,2,35401.00,2.20
4359,2025-01-01,2,3,2,39121.00,2.65
4360,2025-01-01,2,4,2,41666.00,3.05
4361,2025-01-01,2,5,2,44761.00,3.00
4362,2025-01-01,2,6,2,48381.00,2.05
4363,2025-01-01,2,7,2,51451.00,1.95
4364,2025-01-01,2,8,2,53946.00,2.95
4365,2025-01-01,2,9,2,57691.00,1.90
4366,2025-01-01,2,10,2,36258.00,3.30
4367,2025-01-01,2,11,2,38718.00,3.40
4368,2025-01-01,2,12,2,40303.00,3.30
4369,2025-01-01,2,13,2,41213.00,2.45
4370,2025-01-01,2,14,2,43973.00,2.50
4371,2025-01-01,2,15,2,44933.00,2.55
4372,2025-01-01,2,16,2,47893.00,1.75
4373,2025-01-01,2,17,2,49003.00,2.90
4374,2025-01-01,2,18,2,51188.00,2.50
4375,2025-01-01,2,19,2,40583.80,2.55
4376,2025-01-01,2,20,2,41874.80,3.40
4377,2025-01-01,2,21,2,42815.80,3.35
4378,2025-01-01,2,22,2,44406.80,3.40
4379,2025-01-01,2,23,2,46297.80,3.30
4380,2025-01-01,2,24,2,47363.80,2.00
4381,2025-01-01,2,25,2,48554.80,3.45
4382,2025-01-01,2,26,2,50320.80,3.40
4383,2025-01-01,2,27,2,51011.80,3.25
4384,2025-01-01,2,28,2,43711.60,3.30
4385,2025-01-01,2,29,2,44838.60,2.05
4386,2025-01-01,2,30,2,45190.60,1.80
4387,2025-01-01,2,31,2,46392.60,3.00
4388,2025-01-01,2,32,2,48344.60,2.85
4389,2025-01-01,2,33,2,48496.60,1.85
4390,2025-01-01,2,34,2,50598.60,3.50
4391,2025-01-01,2,35,2,51800.60,2.90
4392,2025-01-01,2,36,2,52677.60,2.65
4393,2025-01-01,3,1,2,32674.00,3.80
4394,2025-01-01,3,2,2,36719.00,3.40
4395,2025-01-01,3,3,2,38939.00,3.30
4396,2025-01-01,3,4,2,42734.00,2.45
4397,2025-01-01,3,5,2,45079.00,3.55
4398,2025-01-01,3,6,2,48124.00,3.90
4399,2025-01-01,3,7,2,51819.00,3.90
4400,2025-01-01,3,8,2,55614.00,3.45
4401,2025-01-01,3,9,2,58409.00,3.90
4402,2025-01-01,3,10,2,36487.00,2.60
4403,2025-01-01,3,11,2,38697.00,2.25
4404,2025-01-01,3,12,2,40007.00,2.25
4405,2025-01-01,3,13,2,41642.00,2.35
4406,2025-01-01,3,14,2,44427.00,2.65
4407,2025-01-01,3,15,2,45762.00,3.20
4408,2025-01-01,3,16,2,47097.00,3.30
4409,2025-01-01,3,17,2,49132.00,3.55
4410,2025-01-01,3,18,2,51017.00,2.80
4411,2025-01-01,3,19,2,39921.20,2.80
4412,2025-01-01,3,20,2,41362.20,3.35
4413,2025-01-01,3,21,2,43428.20,3.85
4414,2025-01-01,3,22,2,45269.20,2.15
4415,2025-01-01,3,23,2,46610.20,2.50
4416,2025-01-01,3,24,2,47701.20,3.10
4417,2025-01-01,3,25,2,49142.20,3.20
4418,2025-01-01,3,26,2,50933.20,3.10
4419,2025-01-01,3,27,2,51824.20,3.00
4420,2025-01-01,3,28,2,43859.40,2.75
4421,2025-01-01,3,29,2,44411.40,2.60
4422,2025-01-01,3,30,2,45088.40,3.10
4423,2025-01-01,3,31,2,46915.40,2.20
4424,2025-01-01,3,32,2,48567.40,2.80
4425,2025-01-01,3,33,2,49219.40,2.50
4426,2025-01-01,3,34,2,49596.40,2.80
4427,2025-01-01,3,35,2,51198.40,2.30
4428,2025-01-01,3,36,2,53075.40,2.30
4429,2025-01-01,4,1,2,33342.00,3.50
4430,2025-01-01,4,2,2,36937.00,4.35
4431,2025-01-01,4,3,2,40032.00,3.05
4432,2025-01-01,4,4,2,43102.00,3.60
4433,2025-01-01,4,5,2,45922.00,3.65
4434,2025-01-01,4,6,2,49067.00,3.25
4435,2025-01-01,4,7,2,51862.00,4.25
4436,2025-01-01,4,8,2,55957.00,3.30
4437,2025-01-01,4,9,2,58652.00,4.10
4438,2025-01-01,4,10,2,37391.00,3.35
4439,2025-01-01,4,11,2,38501.00,2.70
4440,2025-01-01,4,12,2,40261.00,3.75
4441,2025-01-01,4,13,2,42521.00,3.80
4442,2025-01-01,4,14,2,44181.00,2.85
4443,2025-01-01,4,15,2,45916.00,3.50
4444,2025-01-01,4,16,2,47851.00,4.00
4445,2025-01-01,4,17,2,49786.00,2.70
4446,2025-01-01,4,18,2,52171.00,4.15
4447,2025-01-01,4,19,2,40258.60,3.45
4448,2025-01-01,4,20,2,41899.60,3.05
4449,2025-01-01,4,21,2,43265.60,3.35
4450,2025-01-01,4,22,2,45156.60,3.20
4451,2025-01-01,4,23,2,46497.60,2.60
4452,2025-01-01,4,24,2,47213.60,3.25
4453,2025-01-01,4,25,2,49204.60,2.75
4454,2025-01-01,4,26,2,49995.60,4.15
4455,2025-01-01,4,27,2,51711.60,3.00
4456,2025-01-01,4,28,2,43157.20,4.00
4457,2025-01-01,4,29,2,44409.20,2.85
4458,2025-01-01,4,30,2,45261.20,3.65
4459,2025-01-01,4,31,2,47138.20,2.65
4460,2025-01-01,4,32,2,48215.20,4.05
4461,2025-01-01,4,33,2,49067.20,3.30
4462,2025-01-01,4,34,2,50669.20,4.35
4463,2025-01-01,4,35,2,51471.20,3.50
4464,2025-01-01,4,36,2,52323.20,3.05
4465,2025-01-01,5,1,2,33635.00,2.25
4466,2025-01-01,5,2,2,37605.00,1.15
4467,2025-01-01,5,3,2,39950.00,2.05
4468,2025-01-01,5,4,2,43120.00,1.45
4469,2025-01-01,5,5,2,45940.00,1.90
4470,2025-01-01,5,6,2,49585.00,1.35
4471,2025-01-01,5,7,2,53205.00,1.10
4472,2025-01-01,5,8,2,56350.00,1.90
4473,2025-01-01,5,9,2,59170.00,1.90
4474,2025-01-01,5,10,2,36745.00,1.90
4475,2025-01-01,5,11,2,39230.00,1.05
4476,2025-01-01,5,12,2,41290.00,1.00
4477,2025-01-01,5,13,2,42175.00,2.45
4478,2025-01-01,5,14,2,44985.00,2.20
4479,2025-01-01,5,15,2,46670.00,2.00
4480,2025-01-01,5,16,2,47580.00,1.20
4481,2025-01-01,5,17,2,50065.00,1.20
4482,2025-01-01,5,18,2,51400.00,2.55
4483,2025-01-01,5,19,2,40371.00,1.80
4484,2025-01-01,5,20,2,42137.00,2.60
4485,2025-01-01,5,21,2,44228.00,2.35
4486,2025-01-01,5,22,2,44869.00,1.95
4487,2025-01-01,5,23,2,46160.00,2.35
4488,2025-01-01,5,24,2,47576.00,1.30
4489,2025-01-01,5,25,2,49992.00,2.15
4490,2025-01-01,5,26,2,50708.00,1.50
4491,2025-01-01,5,27,2,52124.00,2.05
4492,2025-01-01,5,28,2,44330.00,1.80
4493,2025-01-01,5,29,2,45432.00,0.95
4494,2025-01-01,5,30,2,46084.00,0.90
4495,2025-01-01,5,31,2,47261.00,1.40
4496,2025-01-01,5,32,2,48663.00,1.20
4497,2025-01-01,5,33,2,50040.00,0.90
4498,2025-01-01,5,34,2,50017.00,1.40
4499,2025-01-01,5,35,2,51819.00,1.90
4500,2025-01-01,5,36,2,52771.00,0.95
4501,2025-01-01,6,1,2,34503.00,1.70
4502,2025-01-01,6,2,2,38023.00,2.75
4503,2025-01-01,6,3,2,41018.00,1.25
4504,2025-01-01,6,4,2,44163.00,1.40
4505,2025-01-01,6,5,2,46583.00,3.00
4506,2025-01-01,6,6,2,49878.00,1.40
4507,2025-01-01,6,7,2,53673.00,2.00
4508,2025-01-01,6,8,2,56593.00,2.20
4509,2025-01-01,6,9,2,59363.00,2.15
4510,2025-01-01,6,10,2,37874.00,2.20
4511,2025-01-01,6,11,2,39259.00,3.05
4512,2025-01-01,6,12,2,40794.00,2.15
4513,2025-01-01,6,13,2,42829.00,2.70
4514,2025-01-01,6,14,2,44689.00,1.75
4515,2025-01-01,6,15,2,46799.00,2.25
4516,2025-01-01,6,16,2,48384.00,1.55
4517,2025-01-01,6,17,2,49694.00,2.60
4518,2025-01-01,6,18,2,52029.00,2.60
4519,2025-01-01,6,19,2,41758.40,1.30
4520,2025-01-01,6,20,2,42324.40,1.80
4521,2025-01-01,6,21,2,44315.40,2.90
4522,2025-01-01,6,22,2,45706.40,2.70
4523,2025-01-01,6,23,2,46572.40,1.30
4524,2025-01-01,6,24,2,48538.40,2.90
4525,2025-01-01,6,25,2,49454.40,2.55
4526,2025-01-01,6,26,2,50820.40,1.50
4527,2025-01-01,6,27,2,52936.40,3.05
4528,2025-01-01,6,28,2,44177.80,3.00
4529,2025-01-01,6,29,2,45204.80,2.10
4530,2025-01-01,6,30,2,46706.80,1.45
4531,2025-01-01,6,31,2,47508.80,2.95
4532,2025-01-01,6,32,2,48185.80,2.55
4533,2025-01-01,6,33,2,49162.80,2.65
4534,2025-01-01,6,34,2,50139.80,1.65
4535,2025-01-01,6,35,2,52466.80,2.05
4536,2025-01-01,6,36,2,52768.80,1.55
4537,2025-01-01,7,1,2,34896.00,2.25
4538,2025-01-01,7,2,2,38516.00,1.80
4539,2025-01-01,7,3,2,40861.00,3.30
4540,2025-01-01,7,4,2,44981.00,1.75
4541,2025-01-01,7,5,2,47901.00,3.30
4542,2025-01-01,7,6,2,51246.00,2.00
4543,2025-01-01,7,7,2,53891.00,3.20
4544,2025-01-01,7,8,2,57186.00,2.30
4545,2025-01-01,7,9,2,60056.00,1.85
4546,2025-01-01,7,10,2,38103.00,1.90
4547,2025-01-01,7,11,2,39638.00,3.00
4548,2025-01-01,7,12,2,41673.00,2.60
4549,2025-01-01,7,13,2,42708.00,1.80
4550,2025-01-01,7,14,2,45368.00,2.90
4551,2025-01-01,7,15,2,47028.00,3.50
4552,2025-01-01,7,16,2,48963.00,2.50
4553,2025-01-01,7,17,2,51098.00,2.75
4554,2025-01-01,7,18,2,52833.00,1.95
4555,2025-01-01,7,19,2,41045.80,2.05
4556,2025-01-01,7,20,2,43386.80,2.80
4557,2025-01-01,7,21,2,44777.80,1.80
4558,2025-01-01,7,22,2,45168.80,2.05
4559,2025-01-01,7,23,2,47184.80,2.10
4560,2025-01-01,7,24,2,48825.80,2.15
4561,2025-01-01,7,25,2,50516.80,2.00
4562,2025-01-01,7,26,2,51507.80,1.95
4563,2025-01-01,7,27,2,53073.80,2.90
4564,2025-01-01,7,28,2,43600.60,3.25
4565,2025-01-01,7,29,2,45502.60,2.10
4566,2025-01-01,7,30,2,46504.60,2.65
4567,2025-01-01,7,31,2,47056.60,3.45
4568,2025-01-01,7,32,2,48783.60,2.90
4569,2025-01-01,7,33,2,49685.60,2.00
4570,2025-01-01,7,34,2,51312.60,3.50
4571,2025-01-01,7,35,2,52414.60,2.85
4572,2025-01-01,7,36,2,53716.60,2.95
4573,2025-01-01,8,1,2,34914.00,3.10
4574,2025-01-01,8,2,2,38859.00,3.55
4575,2025-01-01,8,3,2,41854.00,2.15
4576,2025-01-01,8,4,2,44499.00,3.80
4577,2025-01-01,8,5,2,48394.00,3.85
4578,2025-01-01,8,6,2,50489.00,2.65
4579,2025-01-01,8,7,2,54284.00,3.35
4580,2025-01-01,8,8,2,56929.00,3.05
4581,2025-01-01,8,9,2,60424.00,2.75
4582,2025-01-01,8,10,2,38307.00,2.90
4583,2025-01-01,8,11,2,39467.00,3.30
4584,2025-01-01,8,12,2,40952.00,3.00
4585,2025-01-01,8,13,2,43762.00,3.15
4586,2025-01-01,8,14,2,44972.00,3.70
4587,2025-01-01,8,15,2,47532.00,3.00
4588,2025-01-01,8,16,2,49417.00,2.75
4589,2025-01-01,8,17,2,51002.00,3.20
4590,2025-01-01,8,18,2,53337.00,3.75
4591,2025-01-01,8,19,2,41158.20,2.50
4592,2025-01-01,8,20,2,42549.20,2.85
4593,2025-01-01,8,21,2,43840.20,2.35
4594,2025-01-01,8,22,2,45981.20,3.30
4595,2025-01-01,8,23,2,46697.20,3.50
4596,2025-01-01,8,24,2,49013.20,3.05
4597,2025-01-01,8,25,2,50329.20,2.35
4598,2025-01-01,8,26,2,51645.20,3.30
4599,2025-01-01,8,27,2,53561.20,2.40
4600,2025-01-01,8,28,2,43673.40,2.85
4601,2025-01-01,8,29,2,44900.40,3.20
4602,2025-01-01,8,30,2,46702.40,2.75
4603,2025-01-01,8,31,2,47829.40,2.90
4604,2025-01-01,8,32,2,48206.40,3.75
4605,2025-01-01,8,33,2,49983.40,3.60
4606,2025-01-01,8,34,2,51585.40,3.10
4607,2025-01-01,8,35,2,51962.40,2.45
4608,2025-01-01,8,36,2,53064.40,3.00
4609,2025-01-01,9,1,2,35632.00,2.65
4610,2025-01-01,9,2,2,39502.00,4.30
4611,2025-01-01,9,3,2,41697.00,3.30
4612,2025-01-01,9,4,2,45367.00,2.80
4613,2025-01-01,9,5,2,48837.00,3.85
4614,2025-01-01,9,6,2,52032.00,2.70
4615,2025-01-01,9,7,2,54752.00,4.10
4616,2025-01-01,9,8,2,57847.00,4.00
4617,2025-01-01,9,9,2,61067.00,4.10
4618,2025-01-01,9,10,2,38561.00,2.85
4619,2025-01-01,9,11,2,39621.00,2.60
4620,2025-01-01,9,12,2,42006.00,3.60
4621,2025-01-01,9,13,2,43966.00,3.55
4622,2025-01-01,9,14,2,46126.00,2.80
4623,2025-01-01,9,15,2,47036.00,3.60
4624,2025-01-01,9,16,2,49946.00,3.40
4625,2025-01-01,9,17,2,51331.00,3.55
4626,2025-01-01,9,18,2,52716.00,4.35
4627,2025-01-01,9,19,2,41445.60,4.35
4628,2025-01-01,9,20,2,43811.60,3.50
4629,2025-01-01,9,21,2,44627.60,3.05
4630,2025-01-01,9,22,2,46243.60,2.70
4631,2025-01-01,9,23,2,47784.60,2.95
4632,2025-01-01,9,24,2,48425.60,3.75
4633,2025-01-01,9,25,2,50041.60,3.65
4634,2025-01-01,9,26,2,51657.60,3.80
4635,2025-01-01,9,27,2,52698.60,3.25
4636,2025-01-01,9,28,2,44496.20,3.05
4637,2025-01-01,9,29,2,45848.20,3.65
4638,2025-01-01,9,30,2,46725.20,2.95
4639,2025-01-01,9,31,2,47952.20,3.10
4640,2025-01-01,9,32,2,49479.20,3.65
4641,2025-01-01,9,33,2,50431.20,3.05
4642,2025-01-01,9,34,2,50933.20,4.30
4643,2025-01-01,9,35,2,52160.20,3.40
4644,2025-01-01,9,36,2,53887.20,3.75
4645,2025-01-01,10,1,2,36000.00,1.10
4646,2025-01-01,10,2,2,39720.00,1.90
4647,2025-01-01,10,3,2,42540.00,2.30
4648,2025-01-01,10,4,2,46210.00,1.80
4649,2025-01-01,10,5,2,48330.00,1.50
4650,2025-01-01,10,6,2,52500.00,2.25
4651,2025-01-01,10,7,2,55220.00,0.85
4652,2025-01-01,10,8,2,58190.00,2.25
4653,2025-01-01,10,9,2,61610.00,2.20
4654,2025-01-01,10,10,2,38315.00,1.50
4655,2025-01-01,10,11,2,40450.00,1.15
4656,2025-01-01,10,12,2,42185.00,2.30
4657,2025-01-01,10,13,2,43645.00,2.55
4658,2025-01-01,10,14,2,46480.00,1.80
4659,2025-01-01,10,15,2,47265.00,1.75
4660,2025-01-01,10,16,2,49825.00,2.10
4661,2025-01-01,10,17,2,51960.00,1.10
4662,2025-01-01,10,18,2,53845.00,1.75
4663,2025-01-01,10,19,2,41658.00,1.00
4664,2025-01-01,10,20,2,44049.00,0.90
4665,2025-01-01,10,21,2,44865.00,2.05
4666,2025-01-01,10,22,2,46356.00,1.40
4667,2025-01-01,10,23,2,47497.00,2.60
4668,2025-01-01,10,24,2,48688.00,1.10
4669,2025-01-01,10,25,2,50079.00,2.05
4670,2025-01-01,10,26,2,52170.00,1.70
4671,2025-01-01,10,27,2,53961.00,1.90
4672,2025-01-01,10,28,2,44019.00,1.35
4673,2025-01-01,10,29,2,45121.00,2.20
4674,2025-01-01,10,30,2,46823.00,2.25
4675,2025-01-01,10,31,2,47950.00,1.05
4676,2025-01-01,10,32,2,49377.00,2.05
4677,2025-01-01,10,33,2,50804.00,0.80
4678,2025-01-01,10,34,2,50856.00,1.20
4679,2025-01-01,10,35,2,53108.00,1.15
4680,2025-01-01,10,36,2,53635.00,1.70
4681,2025-02-01,1,1,2,32113.00,2.15
4682,2025-02-01,1,2,2,35308.00,1.45
4683,2025-02-01,1,3,2,38378.00,2.00
4684,2025-02-01,1,4,2,41323.00,2.90
4685,2025-02-01,1,5,2,44943.00,1.75
4686,2025-02-01,1,6,2,47463.00,2.95
4687,2025-02-01,1,7,2,50733.00,2.05
4688,2025-02-01,1,8,2,53928.00,1.60
4689,2025-02-01,1,9,2,57423.00,2.20
4690,2025-02-01,1,10,2,36154.00,2.25
4691,2025-02-01,1,11,2,38014.00,1.90
4692,2025-02-01,1,12,2,40299.00,2.00
4693,2025-02-01,1,13,2,41809.00,2.65
4694,2025-02-01,1,14,2,43969.00,2.60
4695,2025-02-01,1,15,2,44629.00,1.25
4696,2025-02-01,1,16,2,47289.00,2.80
4697,2025-02-01,1,17,2,48374.00,2.50
4698,2025-02-01,1,18,2,50934.00,1.65
4699,2025-02-01,1,19,2,39696.40,1.55
4700,2025-02-01,1,20,2,42112.40,1.25
4701,2025-02-01,1,21,2,42703.40,2.80
4702,2025-02-01,1,22,2,44394.40,1.70
4703,2025-02-01,1,23,2,45660.40,1.65
4704,2025-02-01,1,24,2,46576.40,2.05
4705,2025-02-01,1,25,2,48567.40,1.65
4706,2025-02-01,1,26,2,49358.40,2.75
4707,2025-02-01,1,27,2,51049.40,2.15
4708,2025-02-01,1,28,2,42888.80,1.65
4709,2025-02-01,1,29,2,43665.80,1.95
4710,2025-02-01,1,30,2,45592.80,2.75
4711,2025-02-01,1,31,2,46369.80,2.20
4712,2025-02-01,1,32,2,48221.80,2.50
4713,2025-02-01,1,33,2,48898.80,1.60
4714,2025-02-01,1,34,2,49625.80,1.80
4715,2025-02-01,1,35,2,50702.80,3.00
4716,2025-02-01,1,36,2,52304.80,2.20
4717,2025-02-01,2,1,2,32881.00,1.80
4718,2025-02-01,2,2,2,36426.00,2.35
4719,2025-02-01,2,3,2,38971.00,3.15
4720,2025-02-01,2,4,2,42591.00,3.30
4721,2025-02-01,2,5,2,45636.00,2.50
4722,2025-02-01,2,6,2,48681.00,2.80
4723,2025-02-01,2,7,2,51576.00,2.95
4724,2025-02-01,2,8,2,54196.00,2.25
4725,2025-02-01,2,9,2,57841.00,2.30
4726,2025-02-01,2,10,2,36458.00,2.10
4727,2025-02-01,2,11,2,38168.00,3.20
4728,2025-02-01,2,12,2,40053.00,3.05
4729,2025-02-01,2,13,2,41713.00,2.45
4730,2025-02-01,2,14,2,43773.00,2.55
4731,2025-02-01,2,15,2,44883.00,2.15
4732,2025-02-01,2,16,2,47368.00,2.70
4733,2025-02-01,2,17,2,48653.00,1.80
4734,2025-02-01,2,18,2,51163.00,1.75
4735,2025-02-01,2,19,2,40808.80,1.75
4736,2025-02-01,2,20,2,42099.80,1.75
4737,2025-02-01,2,21,2,43690.80,1.75
4738,2025-02-01,2,22,2,44031.80,3.30
4739,2025-02-01,2,23,2,46247.80,3.05
4740,2025-02-01,2,24,2,47313.80,2.50
4741,2025-02-01,2,25,2,49304.80,3.10
4742,2025-02-01,2,26,2,49620.80,1.80
4743,2025-02-01,2,27,2,51511.80,3.25
4744,2025-02-01,2,28,2,43761.60,2.65
4745,2025-02-01,2,29,2,44863.60,3.10
4746,2025-02-01,2,30,2,45190.60,2.20
4747,2025-02-01,2,31,2,46967.60,2.60
4748,2025-02-01,2,32,2,47594.60,2.40
4749,2025-02-01,2,33,2,48871.60,3.00
4750,2025-02-01,2,34,2,50298.60,1.75
4751,2025-02-01,2,35,2,51650.60,1.90
4752,2025-02-01,2,36,2,52852.60,1.80
4753,2025-02-01,3,1,2,32599.00,3.85
4754,2025-02-01,3,2,2,36719.00,3.25
4755,2025-02-01,3,3,2,39089.00,3.05
4756,2025-02-01,3,4,2,42834.00,3.60
4757,2025-02-01,3,5,2,46229.00,3.65
4758,2025-02-01,3,6,2,48849.00,3.55
4759,2025-02-01,3,7,2,52419.00,2.30
4760,2025-02-01,3,8,2,55539.00,2.90
4761,2025-02-01,3,9,2,58034.00,3.35
4762,2025-02-01,3,10,2,36012.00,2.75
4763,2025-02-01,3,11,2,37772.00,3.05
4764,2025-02-01,3,12,2,40832.00,3.30
4765,2025-02-01,3,13,2,41942.00,3.50
4766,2025-02-01,3,14,2,44002.00,3.70
4767,2025-02-01,3,15,2,45487.00,2.25
4768,2025-02-01,3,16,2,47322.00,2.50
4769,2025-02-01,3,17,2,49932.00,3.30
4770,2025-02-01,3,18,2,51142.00,2.60
4771,2025-02-01,3,19,2,39871.20,2.85
4772,2025-02-01,3,20,2,42237.20,2.85
4773,2025-02-01,3,21,2,43028.20,2.20
4774,2025-02-01,3,22,2,44169.20,2.40
4775,2025-02-01,3,23,2,45735.20,3.85
4776,2025-02-01,3,24,2,47126.20,3.50
4777,2025-02-01,3,25,2,49467.20,2.60
4778,2025-02-01,3,26,2,50033.20,2.85
4779,2025-02-01,3,27,2,51299.20,3.80
4780,2025-02-01,3,28,2,43759.40,3.25
4781,2025-02-01,3,29,2,44561.40,2.35
4782,2025-02-01,3,30,2,45038.40,2.35
4783,2025-02-01,3,31,2,46915.40,3.85
4784,2025-02-01,3,32,2,48467.40,2.40
4785,2025-02-01,3,33,2,49119.40,2.35
4786,2025-02-01,3,34,2,50021.40,3.25
4787,2025-02-01,3,35,2,51373.40,2.75
4788,2025-02-01,3,36,2,51900.40,2.45
4789,2025-02-01,4,1,2,33042.00,2.65
4790,2025-02-01,4,2,2,36862.00,3.25
4791,2025-02-01,4,3,2,40057.00,2.60
4792,2025-02-01,4,4,2,43077.00,2.90
4793,2025-02-01,4,5,2,45747.00,3.30
4794,2025-02-01,4,6,2,48692.00,3.25
4795,2025-02-01,4,7,2,52962.00,3.70
4796,2025-02-01,4,8,2,55207.00,4.35
4797,2025-02-01,4,9,2,59202.00,3.40
4798,2025-02-01,4,10,2,37016.00,3.30
4799,2025-02-01,4,11,2,38051.00,4.00
4800,2025-02-01,4,12,2,40486.00,3.90
4801,2025-02-01,4,13,2,42446.00,3.45
4802,2025-02-01,4,14,2,44656.00,3.90
4803,2025-02-01,4,15,2,45566.00,2.70
4804,2025-02-01,4,16,2,47776.00,3.65
4805,2025-02-01,4,17,2,49786.00,2.65
4806,2025-02-01,4,18,2,51421.00,3.05
4807,2025-02-01,4,19,2,40083.60,3.50
4808,2025-02-01,4,20,2,41524.60,3.35
4809,2025-02-01,4,21,2,44215.60,4.30
4810,2025-02-01,4,22,2,44681.60,2.90
4811,2025-02-01,4,23,2,46672.60,3.15
4812,2025-02-01,4,24,2,47813.60,3.50
4813,2025-02-01,4,25,2,49879.60,4.25
4814,2025-02-01,4,26,2,51195.60,4.30
4815,2025-02-01,4,27,2,52261.60,3.20
4816,2025-02-01,4,28,2,43257.20,3.65
4817,2025-02-01,4,29,2,45309.20,3.40
4818,2025-02-01,4,30,2,46036.20,2.60
4819,2025-02-01,4,31,2,47263.20,4.15
4820,2025-02-01,4,32,2,48640.20,4.15
4821,2025-02-01,4,33,2,49467.20,4.25
4822,2025-02-01,4,34,2,50719.20,2.60
4823,2025-02-01,4,35,2,50971.20,3.05
4824,2025-02-01,4,36,2,52873.20,3.85
4825,2025-02-01,5,1,2,33510.00,1.50
4826,2025-02-01,5,2,2,36980.00,1.90
4827,2025-02-01,5,3,2,39875.00,1.45
4828,2025-02-01,5,4,2,43545.00,2.10
4829,2025-02-01,5,5,2,45915.00,1.75
4830,2025-02-01,5,6,2,50035.00,1.15
4831,2025-02-01,5,7,2,52705.00,1.20
4832,2025-02-01,5,8,2,55600.00,2.00
4833,2025-02-01,5,9,2,58520.00,1.25
4834,2025-02-01,5,10,2,37020.00,2.50
4835,2025-02-01,5,11,2,39180.00,1.70
4836,2025-02-01,5,12,2,41415.00,1.90
4837,2025-02-01,5,13,2,42175.00,1.55
4838,2025-02-01,5,14,2,44360.00,2.05
4839,2025-02-01,5,15,2,46245.00,0.95
4840,2025-02-01,5,16,2,47580.00,0.80
4841,2025-02-01,5,17,2,50565.00,2.20
4842,2025-02-01,5,18,2,51375.00,1.70
4843,2025-02-01,5,19,2,40496.00,2.60
4844,2025-02-01,5,20,2,42712.00,0.95
4845,2025-02-01,5,21,2,44053.00,1.10
4846,2025-02-01,5,22,2,44944.00,1.45
4847,2025-02-01,5,23,2,46910.00,1.00
4848,2025-02-01,5,24,2,48426.00,1.35
4849,2025-02-01,5,25,2,50017.00,1.65
4850,2025-02-01,5,26,2,50758.00,1.50
