ForecastKey,Date,DepartmentKey,AccountKey,ScenarioKey,ForecastAmount
4490,2025-01-01,5,26,3,52229.24
4491,2025-01-01,5,27,3,53687.72
4492,2025-01-01,5,28,3,43443.40
4493,2025-01-01,5,29,3,44523.36
4494,2025-01-01,5,30,3,44701.48
4495,2025-01-01,5,31,3,47733.61
4496,2025-01-01,5,32,3,50122.89
4497,2025-01-01,5,33,3,49039.20
4498,2025-01-01,5,34,3,49016.66
4499,2025-01-01,5,35,3,52855.38
4500,2025-01-01,5,36,3,51187.87
4501,2025-01-01,6,1,3,34503.00
4502,2025-01-01,6,2,3,39163.69
4503,2025-01-01,6,3,3,39787.46
4504,2025-01-01,6,4,3,45046.26
4505,2025-01-01,6,5,3,47048.83
4506,2025-01-01,6,6,3,48880.44
4507,2025-01-01,6,7,3,53673.00
4508,2025-01-01,6,8,3,55461.14
4509,2025-01-01,6,9,3,59956.63
4510,2025-01-01,6,10,3,37116.52
4511,2025-01-01,6,11,3,39259.00
4512,2025-01-01,6,12,3,42017.82
4513,2025-01-01,6,13,3,41544.13
4514,2025-01-01,6,14,3,43348.33
4515,2025-01-01,6,15,3,47734.98
4516,2025-01-01,6,16,3,49351.68
4517,2025-01-01,6,17,3,48203.18
4518,2025-01-01,6,18,3,52029.00
4519,2025-01-01,6,19,3,43011.15
4520,2025-01-01,6,20,3,43594.13
4521,2025-01-01,6,21,3,43872.25
4522,2025-01-01,6,22,3,45706.40
4523,2025-01-01,6,23,3,46106.68
4524,2025-01-01,6,24,3,49509.17
4525,2025-01-01,6,25,3,49948.94
4526,2025-01-01,6,26,3,51836.81
4527,2025-01-01,6,27,3,51877.67
4528,2025-01-01,6,28,3,44619.58
4529,2025-01-01,6,29,3,46560.94
4530,2025-01-01,6,30,3,46706.80
4531,2025-01-01,6,31,3,47033.71
4532,2025-01-01,6,32,3,47703.94
4533,2025-01-01,6,33,3,50146.06
4534,2025-01-01,6,34,3,51142.60
4535,2025-01-01,6,35,3,52991.47
4536,2025-01-01,6,36,3,53296.49
4537,2025-01-01,7,1,3,34896.00
4538,2025-01-01,7,2,3,38901.16
4539,2025-01-01,7,3,3,40043.78
4540,2025-01-01,7,4,3,44981.00
4541,2025-01-01,7,5,3,48859.02
4542,2025-01-01,7,6,3,51758.46
4543,2025-01-01,7,7,3,52813.18
4544,2025-01-01,7,8,3,58901.58
4545,2025-01-01,7,9,3,61257.12
4546,2025-01-01,7,10,3,38103.00
4547,2025-01-01,7,11,3,40430.76
4548,2025-01-01,7,12,3,42923.19
4549,2025-01-01,7,13,3,42708.00
4550,2025-01-01,7,14,3,44914.32
4551,2025-01-01,7,15,3,47028.00
4552,2025-01-01,7,16,3,50431.89
4553,2025-01-01,7,17,3,51608.98
4554,2025-01-01,7,18,3,53361.33
4555,2025-01-01,7,19,3,42277.17
4556,2025-01-01,7,20,3,43386.80
4557,2025-01-01,7,21,3,46121.13
4558,2025-01-01,7,22,3,46072.18
4559,2025-01-01,7,23,3,47656.65
4560,2025-01-01,7,24,3,50290.57
4561,2025-01-01,7,25,3,51021.97
4562,2025-01-01,7,26,3,51507.80
4563,2025-01-01,7,27,3,51481.59
4564,2025-01-01,7,28,3,43164.59
4565,2025-01-01,7,29,3,44137.52
4566,2025-01-01,7,30,3,47434.69
4567,2025-01-01,7,31,3,47527.17
4568,2025-01-01,7,32,3,50247.11
4569,2025-01-01,7,33,3,50679.31
4570,2025-01-01,7,34,3,51312.60
4571,2025-01-01,7,35,3,53462.89
4572,2025-01-01,7,36,3,52642.27
4573,2025-01-01,8,1,3,35961.42
4574,2025-01-01,8,2,3,39247.59
4575,2025-01-01,8,3,3,42691.08
4576,2025-01-01,8,4,3,43164.03
4577,2025-01-01,8,5,3,47910.06
4578,2025-01-01,8,6,3,49479.22
4579,2025-01-01,8,7,3,54284.00
4580,2025-01-01,8,8,3,56359.71
4581,2025-01-01,8,9,3,59215.52
4582,2025-01-01,8,10,3,38307.00
4583,2025-01-01,8,11,3,39072.33
4584,2025-01-01,8,12,3,40952.00
4585,2025-01-01,8,13,3,44637.24
4586,2025-01-01,8,14,3,44972.00
4587,2025-01-01,8,15,3,47056.68
4588,2025-01-01,8,16,3,49417.00
4589,2025-01-01,8,17,3,49471.94
4590,2025-01-01,8,18,3,53337.00
4591,2025-01-01,8,19,3,40335.04
4592,2025-01-01,8,20,3,42974.69
4593,2025-01-01,8,21,3,42963.40
4594,2025-01-01,8,22,3,45981.20
4595,2025-01-01,8,23,3,47164.17
4596,2025-01-01,8,24,3,48523.07
4597,2025-01-01,8,25,3,49825.91
4598,2025-01-01,8,26,3,51128.75
4599,2025-01-01,8,27,3,52489.98
4600,2025-01-01,8,28,3,44983.60
4601,2025-01-01,8,29,3,44002.39
4602,2025-01-01,8,30,3,46702.40
4603,2025-01-01,8,31,3,46872.81
4604,2025-01-01,8,32,3,47242.27
4605,2025-01-01,8,33,3,50483.23
4606,2025-01-01,8,34,3,52617.11
4607,2025-01-01,8,35,3,51442.78
4608,2025-01-01,8,36,3,53595.04
4609,2025-01-01,9,1,3,35988.32
4610,2025-01-01,9,2,3,39897.02
4611,2025-01-01,9,3,3,41280.03
4612,2025-01-01,9,4,3,45367.00
4613,2025-01-01,9,5,3,47860.26
4614,2025-01-01,9,6,3,53592.96
4615,2025-01-01,9,7,3,54752.00
4616,2025-01-01,9,8,3,56111.59
4617,2025-01-01,9,9,3,59234.99
4618,2025-01-01,9,10,3,37789.78
4619,2025-01-01,9,11,3,40413.42
4620,2025-01-01,9,12,3,40745.82
4621,2025-01-01,9,13,3,45284.98
4622,2025-01-01,9,14,3,47509.78
4623,2025-01-01,9,15,3,45624.92
4624,2025-01-01,9,16,3,51444.38
4625,2025-01-01,9,17,3,50817.69
4626,2025-01-01,9,18,3,52716.00
4627,2025-01-01,9,19,3,41860.06
4628,2025-01-01,9,20,3,42935.37
4629,2025-01-01,9,21,3,44627.60
4630,2025-01-01,9,22,3,47630.91
4631,2025-01-01,9,23,3,48740.29
4632,2025-01-01,9,24,3,49878.37
4633,2025-01-01,9,25,3,49541.18
4634,2025-01-01,9,26,3,51141.02
4635,2025-01-01,9,27,3,51644.63
4636,2025-01-01,9,28,3,43161.31
4637,2025-01-01,9,29,3,45389.72
4638,2025-01-01,9,30,3,46725.20
4639,2025-01-01,9,31,3,48431.72
4640,2025-01-01,9,32,3,48984.41
4641,2025-01-01,9,33,3,49926.89
4642,2025-01-01,9,34,3,51442.53
4643,2025-01-01,9,35,3,51638.60
4644,2025-01-01,9,36,3,54426.07
4645,2025-01-01,10,1,3,37080.00
4646,2025-01-01,10,2,3,40117.20
4647,2025-01-01,10,3,3,42965.40
4648,2025-01-01,10,4,3,45747.90
4649,2025-01-01,10,5,3,49779.90
4650,2025-01-01,10,6,3,52500.00
4651,2025-01-01,10,7,3,54115.60
4652,2025-01-01,10,8,3,59353.80
4653,2025-01-01,10,9,3,59761.70
4654,2025-01-01,10,10,3,39464.45
4655,2025-01-01,10,11,3,41663.50
4656,2025-01-01,10,12,3,43450.55
4657,2025-01-01,10,13,3,44081.45
4658,2025-01-01,10,14,3,47409.60
4659,2025-01-01,10,15,3,47265.00
4660,2025-01-01,10,16,3,50821.50
4661,2025-01-01,10,17,3,51440.40
4662,2025-01-01,10,18,3,55460.35
4663,2025-01-01,10,19,3,42074.58
4664,2025-01-01,10,20,3,44049.00
4665,2025-01-01,10,21,3,43519.05
4666,2025-01-01,10,22,3,47283.12
4667,2025-01-01,10,23,3,48446.94
4668,2025-01-01,10,24,3,48201.12
4669,2025-01-01,10,25,3,48576.63
4670,2025-01-01,10,26,3,51648.30
4671,2025-01-01,10,27,3,55040.22
4672,2025-01-01,10,28,3,43138.62
4673,2025-01-01,10,29,3,46023.42
4674,2025-01-01,10,30,3,48227.69
4675,2025-01-01,10,31,3,47950.00
4676,2025-01-01,10,32,3,48883.23
4677,2025-01-01,10,33,3,51820.08
4678,2025-01-01,10,34,3,51873.12
4679,2025-01-01,10,35,3,51514.76
4680,2025-01-01,10,36,3,52562.30
4681,2025-02-01,1,1,3,33076.39
4682,2025-02-01,1,2,3,35308.00
4683,2025-02-01,1,3,3,39529.34
4684,2025-02-01,1,4,3,41736.23
4685,2025-02-01,1,5,3,43594.71
4686,2025-02-01,1,6,3,47937.63
4687,2025-02-01,1,7,3,49718.34
4688,2025-02-01,1,8,3,55006.56
4689,2025-02-01,1,9,3,59145.69
4690,2025-02-01,1,10,3,35430.92
4691,2025-02-01,1,11,3,38014.00
4692,2025-02-01,1,12,3,41104.98
4693,2025-02-01,1,13,3,42227.09
4694,2025-02-01,1,14,3,43529.31
4695,2025-02-01,1,15,3,45967.87
4696,2025-02-01,1,16,3,47289.00
4697,2025-02-01,1,17,3,47406.52
4698,2025-02-01,1,18,3,49915.32
4699,2025-02-01,1,19,3,40490.33
4700,2025-02-01,1,20,3,40849.03
4701,2025-02-01,1,21,3,43130.43
4702,2025-02-01,1,22,3,43062.57
4703,2025-02-01,1,23,3,46117.00
4704,2025-02-01,1,24,3,47507.93
4705,2025-02-01,1,25,3,49053.07
4706,2025-02-01,1,26,3,50345.57
4707,2025-02-01,1,27,3,50028.41
4708,2025-02-01,1,28,3,42888.80
4709,2025-02-01,1,29,3,43665.80
4710,2025-02-01,1,30,3,46960.58
4711,2025-02-01,1,31,3,46833.50
4712,2025-02-01,1,32,3,49186.24
4713,2025-02-01,1,33,3,47431.84
4714,2025-02-01,1,34,3,49129.54
4715,2025-02-01,1,35,3,49181.72
4716,2025-02-01,1,36,3,52304.80
4717,2025-02-01,2,1,3,32223.38
4718,2025-02-01,2,2,3,37518.78
4719,2025-02-01,2,3,3,38191.58
4720,2025-02-01,2,4,3,41739.18
4721,2025-02-01,2,5,3,47005.08
4722,2025-02-01,2,6,3,47220.57
4723,2025-02-01,2,7,3,53123.28
4724,2025-02-01,2,8,3,55821.88
4725,2025-02-01,2,9,3,58997.82
4726,2025-02-01,2,10,3,36822.58
4727,2025-02-01,2,11,3,38931.36
4728,2025-02-01,2,12,3,40053.00
4729,2025-02-01,2,13,3,42130.13
4730,2025-02-01,2,14,3,44648.46
4731,2025-02-01,2,15,3,44883.00
4732,2025-02-01,2,16,3,47368.00
4733,2025-02-01,2,17,3,47193.41
4734,2025-02-01,2,18,3,50651.37
4735,2025-02-01,2,19,3,40808.80
4736,2025-02-01,2,20,3,41257.80
4737,2025-02-01,2,21,3,42380.08
4738,2025-02-01,2,22,3,44912.44
4739,2025-02-01,2,23,3,47635.23
4740,2025-02-01,2,24,3,48733.21
4741,2025-02-01,2,25,3,49304.80
4742,2025-02-01,2,26,3,49124.59
4743,2025-02-01,2,27,3,52026.92
4744,2025-02-01,2,28,3,43761.60
4745,2025-02-01,2,29,3,43966.33
4746,2025-02-01,2,30,3,44286.79
4747,2025-02-01,2,31,3,45558.57
4748,2025-02-01,2,32,3,46642.71
4749,2025-02-01,2,33,3,48871.60
4750,2025-02-01,2,34,3,48789.64
4751,2025-02-01,2,35,3,52167.11
4752,2025-02-01,2,36,3,54438.18
4753,2025-02-01,3,1,3,32273.01
4754,2025-02-01,3,2,3,36719.00
4755,2025-02-01,3,3,3,39089.00
4756,2025-02-01,3,4,3,43690.68
4757,2025-02-01,3,5,3,45766.71
4758,2025-02-01,3,6,3,47383.53
4759,2025-02-01,3,7,3,52419.00
4760,2025-02-01,3,8,3,54983.61
4761,2025-02-01,3,9,3,56873.32
4762,2025-02-01,3,10,3,36012.00
4763,2025-02-01,3,11,3,38527.44
4764,2025-02-01,3,12,3,42056.96
4765,2025-02-01,3,13,3,43200.26
4766,2025-02-01,3,14,3,43561.98
4767,2025-02-01,3,15,3,46396.74
4768,2025-02-01,3,16,3,46848.78
4769,2025-02-01,3,17,3,50930.64
4770,2025-02-01,3,18,3,50119.16
4771,2025-02-01,3,19,3,39073.78
4772,2025-02-01,3,20,3,43504.32
4773,2025-02-01,3,21,3,42167.64
4774,2025-02-01,3,22,3,45494.28
4775,2025-02-01,3,23,3,45277.85
4776,2025-02-01,3,24,3,47126.20
4777,2025-02-01,3,25,3,47983.18
4778,2025-02-01,3,26,3,51033.86
4779,2025-02-01,3,27,3,50786.21
4780,2025-02-01,3,28,3,45072.18
4781,2025-02-01,3,29,3,44115.79
4782,2025-02-01,3,30,3,43687.25
4783,2025-02-01,3,31,3,47853.71
4784,2025-02-01,3,32,3,47982.73
4785,2025-02-01,3,33,3,48137.01
4786,2025-02-01,3,34,3,49020.97
4787,2025-02-01,3,35,3,49832.20
4788,2025-02-01,3,36,3,50862.39
4789,2025-02-01,4,1,3,32381.16
4790,2025-02-01,4,2,3,37599.24
4791,2025-02-01,4,3,3,41258.71
4792,2025-02-01,4,4,3,44369.31
4793,2025-02-01,4,5,3,47119.41
4794,2025-02-01,4,6,3,50152.76
4795,2025-02-01,4,7,3,51902.76
4796,2025-02-01,4,8,3,53550.79
4797,2025-02-01,4,9,3,60386.04
4798,2025-02-01,4,10,3,38126.48
4799,2025-02-01,4,11,3,38431.51
4800,2025-02-01,4,12,3,39676.28
4801,2025-02-01,4,13,3,41172.62
4802,2025-02-01,4,14,3,43762.88
4803,2025-02-01,4,15,3,46932.98
4804,2025-02-01,4,16,3,48731.52
4805,2025-02-01,4,17,3,50781.72
4806,2025-02-01,4,18,3,50906.79
4807,2025-02-01,4,19,3,41286.11
4808,2025-02-01,4,20,3,41939.85
4809,2025-02-01,4,21,3,43773.44
4810,2025-02-01,4,22,3,46022.05
4811,2025-02-01,4,23,3,46672.60
4812,2025-02-01,4,24,3,49248.01
4813,2025-02-01,4,25,3,49380.80
4814,2025-02-01,4,26,3,50171.69
4815,2025-02-01,4,27,3,50693.75
4816,2025-02-01,4,28,3,44554.92
4817,2025-02-01,4,29,3,46215.38
4818,2025-02-01,4,30,3,45575.84
4819,2025-02-01,4,31,3,45845.30
4820,2025-02-01,4,32,3,49126.60
4821,2025-02-01,4,33,3,48972.53
4822,2025-02-01,4,34,3,50212.01
4823,2025-02-01,4,35,3,51480.91
4824,2025-02-01,4,36,3,51815.74
4825,2025-02-01,5,1,3,34515.30
4826,2025-02-01,5,2,3,38089.40
4827,2025-02-01,5,3,3,39476.25
4828,2025-02-01,5,4,3,44415.90
4829,2025-02-01,5,5,3,45915.00
4830,2025-02-01,5,6,3,49034.30
4831,2025-02-01,5,7,3,51650.90
4832,2025-02-01,5,8,3,53932.00
4833,2025-02-01,5,9,3,57349.60
4834,2025-02-01,5,10,3,36279.60
4835,2025-02-01,5,11,3,38004.60
4836,2025-02-01,5,12,3,41000.85
4837,2025-02-01,5,13,3,43440.25
4838,2025-02-01,5,14,3,45690.80
4839,2025-02-01,5,15,3,44857.65
4840,2025-02-01,5,16,3,48055.80
4841,2025-02-01,5,17,3,51576.30
4842,2025-02-01,5,18,3,50861.25
4843,2025-02-01,5,19,3,40091.04
4844,2025-02-01,5,20,3,41430.64
4845,2025-02-01,5,21,3,45374.59
4846,2025-02-01,5,22,3,45393.44
4847,2025-02-01,5,23,3,45971.80
4848,2025-02-01,5,24,3,47941.74
4849,2025-02-01,5,25,3,50017.00
4850,2025-02-01,5,26,3,51265.58
4851,2025-02-01,5,27,3,51553.26
4852,2025-02-01,5,28,3,45582.65
4853,2025-02-01,5,29,3,45709.57
4854,2025-02-01,5,30,3,47311.68
4855,2025-02-01,5,31,3,46585.28
4856,2025-02-01,5,32,3,47203.11
4857,2025-02-01,5,33,3,49316.85
4858,2025-02-01,5,34,3,49243.99
4859,2025-02-01,5,35,3,50021.93
4860,2025-02-01,5,36,3,53916.38
4861,2025-02-01,6,1,3,32982.91
4862,2025-02-01,6,2,3,37569.98
4863,2025-02-01,6,3,3,40893.00
4864,2025-02-01,6,4,3,44413.00
4865,2025-02-01,6,5,3,46983.42
4866,2025-02-01,6,6,3,49082.22
4867,2025-02-01,6,7,3,51668.54
4868,2025-02-01,6,8,3,54726.14
4869,2025-02-01,6,9,3,58273.74
4870,2025-02-01,6,10,3,37223.01
4871,2025-02-01,6,11,3,39134.00
4872,2025-02-01,6,12,3,41201.88
4873,2025-02-01,6,13,3,41408.92
4874,2025-02-01,6,14,3,43721.72
4875,2025-02-01,6,15,3,47224.98
4876,2025-02-01,6,16,3,49683.18
4877,2025-02-01,6,17,3,48372.93
4878,2025-02-01,6,18,3,53681.58
4879,2025-02-01,6,19,3,40771.57
4880,2025-02-01,6,20,3,42000.16
4881,2025-02-01,6,21,3,44743.61
4882,2025-02-01,6,22,3,43825.96
4883,2025-02-01,6,23,3,46032.43
4884,2025-02-01,6,24,3,47863.40
4885,2025-02-01,6,25,3,50251.94
4886,2025-02-01,6,26,3,51495.40
4887,2025-02-01,6,27,3,51008.81
4888,2025-02-01,6,28,3,42975.74
4889,2025-02-01,6,29,3,43516.70
4890,2025-02-01,6,30,3,45956.80
4891,2025-02-01,6,31,3,45913.79
4892,2025-02-01,6,32,3,48642.41
4893,2025-02-01,6,33,3,50426.56
4894,2025-02-01,6,34,3,51120.95
4895,2025-02-01,6,35,3,50480.55
4896,2025-02-01,6,36,3,54815.36
4897,2025-02-01,7,1,3,35711.13
4898,2025-02-01,7,2,3,38801.82
4899,2025-02-01,7,3,3,41601.72
4900,2025-02-01,7,4,3,43052.38
4901,2025-02-01,7,5,3,46256.98
4902,2025-02-01,7,6,3,50970.42
4903,2025-02-01,7,7,3,54992.73
4904,2025-02-01,7,8,3,54912.67
4905,2025-02-01,7,9,3,60823.62
4906,2025-02-01,7,10,3,35844.41
4907,2025-02-01,7,11,3,40852.89
4908,2025-02-01,7,12,3,42812.46
4909,2025-02-01,7,13,3,44890.49
4910,2025-02-01,7,14,3,44246.07
4911,2025-02-01,7,15,3,46258.94
4912,2025-02-01,7,16,3,48388.00
4913,2025-02-01,7,17,3,49022.54
4914,2025-02-01,7,18,3,51090.34
4915,2025-02-01,7,19,3,41895.80
4916,2025-02-01,7,20,3,42661.80
4917,2025-02-01,7,21,3,44910.88
4918,2025-02-01,7,22,3,44031.99
4919,2025-02-01,7,23,3,47359.80
4920,2025-02-01,7,24,3,48985.81
4921,2025-02-01,7,25,3,50516.80
4922,2025-02-01,7,26,3,51307.80
4923,2025-02-01,7,27,3,52673.80
4924,2025-02-01,7,28,3,43650.60
4925,2025-02-01,7,29,3,45775.15
4926,2025-02-01,7,30,3,45965.30
4927,2025-02-01,7,31,3,48081.60
4928,2025-02-01,7,32,3,47881.43
4929,2025-02-01,7,33,3,50485.46
4930,2025-02-01,7,34,3,50403.47
4931,2025-02-01,7,35,3,51989.60
4932,2025-02-01,7,36,3,51931.77
4933,2025-02-01,8,1,3,35097.72
4934,2025-02-01,8,2,3,38123.91
4935,2025-02-01,8,3,3,41559.21
4936,2025-02-01,8,4,3,46051.98
4937,2025-02-01,8,5,3,49305.07
4938,2025-02-01,8,6,3,51524.14
4939,2025-02-01,8,7,3,53565.82
4940,2025-02-01,8,8,3,57904.00
4941,2025-02-01,8,9,3,61901.97
4942,2025-02-01,8,10,3,37369.36
4943,2025-02-01,8,11,3,41346.26
4944,2025-02-01,8,12,3,43004.56
4945,2025-02-01,8,13,3,43058.26
4946,2025-02-01,8,14,3,44720.28
4947,2025-02-01,8,15,3,47376.07
4948,2025-02-01,8,16,3,47619.24
4949,2025-02-01,8,17,3,50754.52
4950,2025-02-01,8,18,3,51657.76
4951,2025-02-01,8,19,3,43113.95
4952,2025-02-01,8,20,3,42618.71
4953,2025-02-01,8,21,3,46108.16
4954,2025-02-01,8,22,3,47412.14
4955,2025-02-01,8,23,3,47294.48
4956,2025-02-01,8,24,3,48179.94
4957,2025-02-01,8,25,3,51607.33
4958,2025-02-01,8,26,3,51029.75
4959,2025-02-01,8,27,3,54009.29
4960,2025-02-01,8,28,3,43848.40
4961,2025-02-01,8,29,3,45652.40
4962,2025-02-01,8,30,3,46727.40
4963,2025-02-01,8,31,3,48929.53
4964,2025-02-01,8,32,3,48881.40
4965,2025-02-01,8,33,3,49608.40
4966,2025-02-01,8,34,3,51660.40
4967,2025-02-01,8,35,3,51228.03
4968,2025-02-01,8,36,3,54450.33
4969,2025-02-01,9,1,3,35907.00
4970,2025-02-01,9,2,3,39374.04
4971,2025-02-01,9,3,3,42836.94
4972,2025-02-01,9,4,3,44248.49
4973,2025-02-01,9,5,3,47419.26
4974,2025-02-01,9,6,3,52107.00
4975,2025-02-01,9,7,3,54627.00
4976,2025-02-01,9,8,3,55675.09
4977,2025-02-01,9,9,3,60307.83
4978,2025-02-01,9,10,3,38441.61
4979,2025-02-01,9,11,3,41453.38
4980,2025-02-01,9,12,3,42948.12
4981,2025-02-01,9,13,3,42743.68
4982,2025-02-01,9,14,3,45476.26
4983,2025-02-01,9,15,3,46619.17
4984,2025-02-01,9,16,3,49485.96
4985,2025-02-01,9,17,3,49500.07
4986,2025-02-01,9,18,3,53693.82
4987,2025-02-01,9,19,3,42504.01
4988,2025-02-01,9,20,3,44509.33
4989,2025-02-01,9,21,3,43514.55
4990,2025-02-01,9,22,3,47372.47
4991,2025-02-01,9,23,3,47509.60
4992,2025-02-01,9,24,3,46827.33
4993,2025-02-01,9,25,3,51322.93
4994,2025-02-01,9,26,3,50180.62
4995,2025-02-01,9,27,3,54364.57
4996,2025-02-01,9,28,3,43432.49
4997,2025-02-01,9,29,3,45648.20
4998,2025-02-01,9,30,3,45839.70
4999,2025-02-01,9,31,3,46513.63
5000,2025-02-01,9,32,3,47901.62
5001,2025-02-01,9,33,3,51465.32
5002,2025-02-01,9,34,3,52257.86
5003,2025-02-01,9,35,3,52210.20
5004,2025-02-01,9,36,3,52803.83
5005,2025-02-01,10,1,3,34871.50
5006,2025-02-01,10,2,3,38680.60
5007,2025-02-01,10,3,3,42765.00
5008,2025-02-01,10,4,3,46318.20
5009,2025-02-01,10,5,3,49883.10
5010,2025-02-01,10,6,3,51950.25
5011,2025-02-01,10,7,3,54695.00
5012,2025-02-01,10,8,3,60656.70
5013,2025-02-01,10,9,3,60993.90
5014,2025-02-01,10,10,3,37412.10
5015,2025-02-01,10,11,3,40350.00
5016,2025-02-01,10,12,3,42285.00
5017,2025-02-01,10,13,3,43286.60
5018,2025-02-01,10,14,3,47153.40
5019,2025-02-01,10,15,3,49172.20
5020,2025-02-01,10,16,3,48136.25
5021,2025-02-01,10,17,3,52030.20
5022,2025-02-01,10,18,3,51308.15
5023,2025-02-01,10,19,3,43460.16
5024,2025-02-01,10,20,3,42266.78
5025,2025-02-01,10,21,3,45061.15
5026,2025-02-01,10,22,3,46081.00
5027,2025-02-01,10,23,3,48552.72
5028,2025-02-01,10,24,3,48620.74
5029,2025-02-01,10,25,3,51261.54
5030,2025-02-01,10,26,3,52615.95
5031,2025-02-01,10,27,3,53717.86
5032,2025-02-01,10,28,3,45026.88
5033,2025-02-01,10,29,3,46938.13
5034,2025-02-01,10,30,3,48141.96
5035,2025-02-01,10,31,3,48500.00
5036,2025-02-01,10,32,3,48168.96
5037,2025-02-01,10,33,3,49352.63
5038,2025-02-01,10,34,3,52046.31
5039,2025-02-01,10,35,3,50884.26
5040,2025-02-01,10,36,3,53185.00
5041,2025-03-01,1,1,3,31763.00
5042,2025-03-01,1,2,3,35863.08
5043,2025-03-01,1,3,3,39069.06
5044,2025-03-01,1,4,3,42974.69
5045,2025-03-01,1,5,3,44143.00
5046,2025-03-01,1,6,3,45845.11
5047,2025-03-01,1,7,3,49350.84
5048,2025-03-01,1,8,3,54694.53
5049,2025-03-01,1,9,3,56403.27
5050,2025-03-01,1,10,3,35749.42
5051,2025-03-01,1,11,3,38974.17
5052,2025-03-01,1,12,3,39324.00
5053,2025-03-01,1,13,3,41234.00
5054,2025-03-01,1,14,3,45185.07
5055,2025-03-01,1,15,3,43775.13
5056,2025-03-01,1,16,3,47928.78
5057,2025-03-01,1,17,3,49299.00
5058,2025-03-01,1,18,3,52436.27
5059,2025-03-01,1,19,3,40571.40
5060,2025-03-01,1,20,3,40825.03
5061,2025-03-01,1,21,3,43684.97
5062,2025-03-01,1,22,3,45027.29
5063,2025-03-01,1,23,3,45408.69
5064,2025-03-01,1,24,3,46404.37
5065,2025-03-01,1,25,3,48592.40
5066,2025-03-01,1,26,3,49904.32
5067,2025-03-01,1,27,3,50390.92
5068,2025-03-01,1,28,3,43898.44
5069,2025-03-01,1,29,3,43551.98
5070,2025-03-01,1,30,3,44221.12
5071,2025-03-01,1,31,3,46269.80
5072,2025-03-01,1,32,3,49591.20
5073,2025-03-01,1,33,3,47381.82
5074,2025-03-01,1,34,3,47870.28
5075,2025-03-01,1,35,3,52532.86
5076,2025-03-01,1,36,3,50744.20
5077,2025-03-01,2,1,3,33249.43
5078,2025-03-01,2,2,3,36133.76
5079,2025-03-01,2,3,3,38461.08
5080,2025-03-01,2,4,3,43111.32
5081,2025-03-01,2,5,3,46599.72
5082,2025-03-01,2,6,3,48531.00
5083,2025-03-01,2,7,3,52218.01
5084,2025-03-01,2,8,3,53626.58
5085,2025-03-01,2,9,3,56953.68
5086,2025-03-01,2,10,3,36753.66
5087,2025-03-01,2,11,3,37061.64
5088,2025-03-01,2,12,3,39803.00
5089,2025-03-01,2,13,3,41363.00
5090,2025-03-01,2,14,3,42362.81
5091,2025-03-01,2,15,3,45357.08
5092,2025-03-01,2,16,3,46528.96
5093,2025-03-01,2,17,3,50653.34
5094,2025-03-01,2,18,3,50638.00
5095,2025-03-01,2,19,3,40900.06
5096,2025-03-01,2,20,3,40594.31
5097,2025-03-01,2,21,3,43698.46
5098,2025-03-01,2,22,3,45532.62
5099,2025-03-01,2,23,3,45166.57
5100,2025-03-01,2,24,3,48913.46
5101,2025-03-01,2,25,3,50418.40
5102,2025-03-01,2,26,3,48946.88
5103,2025-03-01,2,27,3,52363.54
5104,2025-03-01,2,28,3,43214.47
5105,2025-03-01,2,29,3,42523.44
5106,2025-03-01,2,30,3,45289.01
5107,2025-03-01,2,31,3,47067.60
5108,2025-03-01,2,32,3,46446.71
5109,2025-03-01,2,33,3,50286.25
5110,2025-03-01,2,34,3,51163.81
5111,2025-03-01,2,35,3,50838.09
5112,2025-03-01,2,36,3,51242.77
5113,2025-03-01,3,1,3,33862.98
5114,2025-03-01,3,2,3,37897.82
5115,2025-03-01,3,3,3,40622.17
5116,2025-03-01,3,4,3,42634.00
5117,2025-03-01,3,5,3,44838.92
5118,2025-03-01,3,6,3,47868.53
5119,2025-03-01,3,7,3,51003.12
5120,2025-03-01,3,8,3,54501.72
5121,2025-03-01,3,9,3,57255.66
5122,2025-03-01,3,10,3,34955.89
5123,2025-03-01,3,11,3,38147.00
5124,2025-03-01,3,12,3,41215.14
5125,2025-03-01,3,13,3,41692.00
5126,2025-03-01,3,14,3,44525.04
5127,2025-03-01,3,15,3,45230.13
5128,2025-03-01,3,16,3,48172.00
5129,2025-03-01,3,17,3,48418.86
5130,2025-03-01,3,18,3,52360.42
5131,2025-03-01,3,19,3,39921.20
5132,2025-03-01,3,20,3,42316.94
5133,2025-03-01,3,21,3,42449.42
5134,2025-03-01,3,22,3,46601.53
5135,2025-03-01,3,23,3,47776.76
5136,2025-03-01,3,24,3,47941.22
5137,2025-03-01,3,25,3,47914.36
5138,2025-03-01,3,26,3,50508.20
5139,2025-03-01,3,27,3,52860.68
5140,2025-03-01,3,28,3,44196.99
5141,2025-03-01,3,29,3,45809.63
5142,2025-03-01,3,30,3,46882.67
5143,2025-03-01,3,31,3,47292.71
5144,2025-03-01,3,32,3,47264.98
5145,2025-03-01,3,33,3,50014.59
5146,2025-03-01,3,34,3,50142.86
5147,2025-03-01,3,35,3,52215.38
5148,2025-03-01,3,36,3,53740.66
5149,2025-03-01,4,1,3,33214.74
5150,2025-03-01,4,2,3,35977.76
5151,2025-03-01,4,3,3,38903.79
5152,2025-03-01,4,4,3,41226.94
5153,2025-03-01,4,5,3,46128.72
